PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM
J	"Galindo-Zaldivar, J.; Gil, A. J.; Sanz de Galdeano, C.; Lacy, M. C.; Garcia-Armenteros, J. A.; Ruano, P.; Ruiz, A. M.; Martinez-Martos, M.; Alfaro, P."				Garcia Armenteros, Juan Antonio/H-7242-2015	Garcia Armenteros, Juan Antonio/0000-0001-5274-3293			Active shallow extension in central and eastern Betic Cordillera from CGPS data								TECTONOPHYSICS				663		SI		290	301		10.1016/j.tecto.2015.08.035			NOV 16 2015	2015	"The Betic Cordillera is an Alpine belt formed in the western Mediterranean by the westward displacement of the Alboran Domain in between the Eurasian and African convergent plates. New CGPS data from the central and eastern Betic Cordillera and its foreland-obtained mainly from the Topo-Iberia project allowed us to precisely determine the rate of tectonic deformation. Most of the displacements of the central and eastern Betics are westward, with a variable southwestward component, in relation to the Eurasian stable plate. While in the Iberian foreland the displacements are extremely low, some deformation related to low compressional deformation occurs in the easternmost foreland basin and eastern Betic Cordillera. The displacement increases substantially southwards and westwards in relation to present-day extensional deformation. Major active discontinuities correspond to the NW-SE normal fault zones, which dip westwards; they are located in Almeria-Tabernas; Balanegra, and western Sierra de Gador; whereas the Padul fault zone located west of Sierra Nevada extends northwards to the Granada Basin. NW-SE extensional faults are also observed to the north, in the Baza Basin. Moreover, the activity of dextral faults along the Sorbas-Tabernas-Alpujarras-Guajares band, generally considered as a transfer fault zone, is evidenced by the displacement data. These results come to demonstrate the low activity or inactivity of the large northern E-W oriented folds of the central and eastern Internal Zone, such as the Sierra de Los Filabres antiform. They also point to the possible residual activity of the northern part of the NE-SW Sierra Nevada antiform, where the maximum relief of the Cordillera is found. Altogether, our data support a heterogeneous present-day westward extension that affects the upper crust of the Betic Cordillera and increases towards the thinned continental crust of the Alboran Sea and towards the west, which is compatible with roll-back subduction along the Gibraltar Arc. (C) 2015 Elsevier B.V. All rights reserved."									0	0	0	0	0	0			0040-1951	1879-3266		WOS:000366227700022	
J	"Hodar, Jose A.; Torres-Muros, Lucia; Zamora, Regino; Perez-Luque, Antonio J.; Senhadji, Karim"				Perez-Luque, Antonio Jesus/J-8611-2015	Perez-Luque, Antonio Jesus/0000-0002-1747-0469			No evidence of induced defence after defoliation in three pine species against an expanding pest, the pine processionary moth								FOREST ECOLOGY AND MANAGEMENT				356		SI		166	172		10.1016/j.foreco.2015.07.022			NOV 15 2015	2015	Trees may react against defoliation by producing new tissues with modified morphological and nutritive characteristics, in order to prevent future herbivore attacks. In this work, we analyse the capacity of three pine species, namely cluster (Pinus pinaster), black (Pinus nigra) and Scots (Pinus sylvestris) pine, naturally set along an altitudinal gradient (1350-2000 m a.s.l. in SE Spain), to produce an induced defence against defoliation by an expanding pest, the pine processionary moth (Thaumetopoea pityocampa). Pines were subjected to experimental defoliation, and the tree response was analysed by means of chemical analysis and bioassays with first-instar larvae of T. pityocampa. None of the pine species showed a notable change in chemistry after experimental defoliation, suggesting that chemical defences in pines represent constitutive rather than inducible defences. However, constitutive defences do not deter T. pityocampa, and larval survival did not vary depending of the previous damage suffered by trees. These results indicate that the three pine species analysed have a low capacity to respond after T. pityocampa attack, and thus a limited induced response against the herbivory caused by this specialist insect. (C) 2015 Elsevier B.V. All rights reserved.									0	0	0	0	0	0			0378-1127	1872-7042		WOS:000364885100018	
J	"Lopez-Olvera, Jorge R.; Serrano, Emmanuel; Armenteros, Anna; Perez, Jesus M.; Fandos, Paulino; Carvalho, Joao; Velarde, Roser; Cano-Manuel, Francisco J.; Raez, Arian; Espinosa, Jose; Soriguer, Ramon C.; Granados, Jose E."				Fandos, Paulino/M-7304-2015	Fandos, Paulino/0000-0002-9607-8931			Sex-biased severity of sarcoptic mange at the same biological cost in a sexually dimorphic ungulate								Parasites & Vectors				8						583	10.1186/s13071-015-1186-6			NOV 10 2015	2015	Background: In sexually dimorphic species, male susceptibility to parasite infection and mortality is frequently higher than in females. The Iberian ibex (Capra pyrenaica) is a sexually dimorphic mountain ungulate endemic to the Iberian Peninsula commonly affected by sarcoptic mange, a chronic catabolic skin disease caused by Sarcoptes scabiei. Since 1992, sarcoptic mange affects the Iberian ibex population of the Sierra Nevada Natural Space (SNNS). This study aims at exploring whether mange severity, in terms of prevalence and its effects on body condition, is male-biased in Iberian ibex.Findings: One thousand and seventy-one adult Iberian ibexes (439 females and 632 males) were randomly shot-harvested in the SNNS from May 1995 to February 2008. Sarcoptic mange stage was classified as healthy, mildly infected or severely infected. Sex-biased prevalence of severe mange was evaluated by a Chi-square test whereas the interaction between mange severity and sex on body condition was assessed by additive models. Among scabietic individuals, the prevalence of severely affected males was 1.29 times higher than in females. On the other hand, both sexes were not able to take profit of a higher availability of seasonal food resources when sarcoptic, particularly in the severe stages.Conclusions: Sarcoptic mange severity is male-biased in Iberian ibex, though not mange effects on body condition. Behavioural, immunological and physiological characteristics of males may contribute to this partial sex-biased susceptibility to sarcoptic mange.									0	0	0	0	0	0			1756-3305			WOS:000364443100001	26555065
J	"Carvalho, Joao; Granados, Jose E.; Lopez-Olvera, Jorge R.; Javier Cano-Manuel, Francisco; Perez, Jesus M.; Fandos, Paulino; Soriguer, Ramon C.; Velarde, Roser; Fonseca, Carlos; Raez, Arian; Espinosa, Jose; Pettorelli, Nathalie; Serrano, Emmanuel"				Fandos, Paulino/M-7304-2015	Fandos, Paulino/0000-0002-9607-8931			Sarcoptic mange breaks up bottom-up regulation of body condition in a large herbivore population								PARASITES & VECTORS				8						572	10.1186/s13071-015-1188-4			NOV 6 2015	2015	"Background: Both parasitic load and resource availability can impact individual fitness, yet little is known about the interplay between these parameters in shaping body condition, a key determinant of fitness in wild mammals inhabiting seasonal environments.Methods: Using partial least square regressions (PLSR), we explored how temporal variation in climatic conditions, vegetation dynamics and sarcoptic mange (Sarcoptes scabiei) severity impacted body condition of 473 Iberian ibexes (Capra pyrenaica) harvested between 1995 and 2008 in the highly seasonal Alpine ecosystem of Sierra Nevada Natural Space (SNNS), southern Spain.Results: Bottom-up regulation was found to only occur in healthy ibexes; the condition of infected ibexes was independent of primary productivity and snow cover. No link between ibex abundance and ibex body condition could be established when only considering infected individuals.Conclusions: The pernicious effects of mange on Iberian ibexes overcome the benefits of favorable environmental conditions. Even though the increase in primary production exerts a positive effect on the body condition of healthy ibexes, the scabietic individuals do not derive any advantage from increased resource availability. Further applied research coupled with continuous sanitary surveillance are needed to address remaining knowledge gaps associated with the transmission dynamics and management of sarcoptic mange in free-living populations."									1	0	0	0	0	1			1756-3305			WOS:000364293400001	26546209
J	"Jimenez-Moreno, Gonzalo; Alcicek, Huelya; Alcicek, M. Cihat; Ostende, Lars van den Hoek; Wesselingh, Frank P."								Vegetation and climate changes during the late Pliocene and early Pleistocene in SW Anatolia, Turkey								QUATERNARY RESEARCH				84	3			448	456					Nov-15	2015	Pollen analysis was done on lacustrine sedimentary sequences dated by micromammals as late Pliocene-early Pleistocene that outcrop in two Neogene graben basins from SW Turkey. This study shows vegetation changes from steppe-like to more forested environments, very similar to the cyclic oscillations related to late Pleistocene glacial-interglacial climate changes. Artemisia was abundant during cold-arid periods, indicating that this species was already widespread in this area during the latest Pliocene and the beginning of the Pleistocene. A review of pollen records from Anatolia agrees with this study, suggesting that the spreading of this arid species occurred during a major climatic change: the beginning of the first glaciations and probably a change in seasonality towards summer aridity. Artemisia temporarily disappeared from the region during warm-wet periods and thus we suggest that glacial-interglacial-type oscillations already occurred in the area during the late Pliocene-early Pleistocene. (C) 2015 University of Washington. Published by Elsevier Inc. All rights reserved.									0	0	0	0	0	0			0033-5894	1096-0287		WOS:000367278200014	
J	"Walczak, Izabela W.; Baldini, James U. L.; Baldini, Lisa M.; McDermott, Frank; Marsden, Stuart; Standish, Christopher D.; Richards, David A.; Andreo, Bartolome; Slater, Jonathan"				Richards, David/B-7298-2008	Richards, David/0000-0001-8389-8079			Reconstructing high-resolution climate using CT scanning of unsectioned stalagmites: A case study identifying the mid-Holocene onset of the Mediterranean climate in southern Iberia								QUATERNARY SCIENCE REVIEWS				127		SI		117	128		10.1016/j.quascirev.2015.06.013			NOV 1 2015	2015	The forcing mechanisms responsible for the mid-Holocene onset of the Mediterranean-type climate in south-western Europe are currently unclear, but understanding these is critical for accurate climate projections under future greenhouse gas warming. Additionally, regional studies that present conflicting patterns for the onset and advancement of Mediterranean climatic conditions complicate definitively ascribing causality. Here, we use a new high resolution stalagmite density record obtained non-destructively using Computed Tomography (CT scanning) to reconstruct southern Iberian climate between 9.3 and 2.9 ka BP. We suggest that stalagmite density can be used as a water-excess proxy, with lower densities associated with more variable drip rates, possibly reflecting increased seasonality consistent with expectations from previous studies of speleothem textures and crystal fabrics. Our results reveal an early Holocene humid interval and mid-Holocene year-round aridity that preceded the onset of Mediterranean climate at 53 ka BP in southern Iberia. Using this new dataset combined with previously published results, we link the gradual advancement of the Mediterranean climate to the southward migration of the North Atlantic Subtropical High induced by an orbitally driven decrease in Northern Hemisphere insolation. Future anthropogenic warming could result in a reversal of this trend, a northward migration of the North Atlantic Subtropical High, and a return to year-round aridity in southwestern Europe. (C) 2015 Elsevier Ltd. All rights reserved.									1	0	0	1	0	1			0277-3791			WOS:000364888400008	
J	"Zamora-Camacho, F. J.; Reguera, S.; Moreno-Rueda, G."								Does tail autotomy affect thermoregulation in an accurately thermoregulating lizard? Lessons from a 2200-m elevational gradient								JOURNAL OF ZOOLOGY				297	3			204	210		10.1111/jzo.12266			Nov-15	2015	Tail autotomy is an antipredatory defense that allows lizards to escape predator attacks by shedding their tails. While the benefits of preserving life are indisputable, tail loss implies a number of physiological, social, reproductive and even metabolic costs derived from tail regeneration and reduced motility. In addition, predation risk is increased in lizards with autotomized tails. Metabolic rates increase with body temperature, which in ectotherms depends on external heat sources. Ectotherm thermoregulation is costly in terms of time consumption and exposure to predators, this cost depending on habitat thermal quality. In this work, we seek to disentangle the effects of tail autotomy on field and selected body temperature of an accurately thermoregulating lizard Psammodromus algirus in different thermal environments along a 2200-m elevational gradient. We test two non-mutually exclusive hypotheses. According to a physiological hypothesis, we expect lizards with autotomized tails to show higher body temperatures that allow them to regenerate lost tissues faster, at least when the thermal environment is not limiting (at mid and low elevations). By contrast, according to an ethological hypothesis, we expect lizards with autotomized tails to avoid exposure to predators by reducing thermoregulation time, thus showing lower temperatures than lizards with non-autotomized tails. However, we found that the tail state did not significantly affect lizard field or selected body temperatures. On the one hand, a warmer thermal optimum could imply greater exposure to predators during basking, making motility-impaired lizards with autotomized tails more vulnerable, which could explain why the physiological hypothesis of autotomy thermal effect does not apply. On the other hand, lower body temperatures could be physiologically costly for lizards, which, together with the other costs resulting from tail autotomy, could jeopardize lizard fitness. Therefore, both hypotheses were not supported.									0	0	0	0	0	0			0952-8369	1469-7998		WOS:000364643900005	
J	"Leverkus, Alexandro B.; Castro, Jorge; Delgado-Capel, Manuel J.; Molinas-Gonzalez, Carlos; Pulgar, Manuel; Maranon-Jimenez, Sara; Delgado-Huertas, Antonio; Querejeta, Jose I."				"Maranon, Sara/A-7926-2013; Castro, Jorge/M-1509-2014"	Castro, Jorge/0000-0002-6362-2240			Restoring for the present or restoring for the future: enhanced performance of two sympatric oaks (Quercus ilex and Quercus pyrenaica) above the current forest limit								RESTORATION ECOLOGY				23	6			936	946		10.1111/rec.12259			Nov-15	2015	Reforestation is common to restore degraded ecosystems, but tree-species choice often neglects ongoing environmental changes. We evaluated the performance of planted seedlings of two oak species at two sites in a Mediterranean mountain (Sierra Nevada, SE Spain): one located within the current altitudinal forest range (1,600-1,760 m), and one above the upper forest limit (1,970-2,120 m). The forest service planted 1,350 seedlings of the deciduous Pyrenean oak and the evergreen Holm oak in a postfire successional shrubland. After 2 years, seedlings were monitored for survival, and a subset of 110 Pyrenean oaks and 185 Holm oaks were harvested for analyses of biomass and foliar nutrient status, C-13, and O-18. Both species showed the highest survival and leaf N status above the upper forest limit, and survival increased with altitude within each plot. The deciduous oak benefited most from planting at higher altitude, and it also had greater biomass at the higher site. Correlations between foliar N, O-18, and C-13 across elevations indicate tighter stomatal control of water loss and greater water-use efficiency with increasing plant N status at higher altitude, which may represent a so-far overlooked positive feedback mechanism that could foster uphill range shifts in water-limited mountain regions. Given ongoing trends and future projections of increasing temperature and aridity throughout the Mediterranean region, tree-species selection for forest restoration should target forecasted climatic conditions rather than those prevailing in the past. This study highlights that ecosystem restoration provides an opportunity to assist species range shifts under rapidly changing climate.									0	0	0	0	0	0			1061-2971	1526-100X		WOS:000363671300024	
J	"Raez-Bravo, Arian; Enrique Granados, Jose; Joaquin Ceron, Jose; Javier Cano-Manuel, Francisco; Fandos, Paulino; Maria Perez, Jesus; Espinosa, Jose; Casimiro Soriguer, Ramon; Ramon Lopez-Olvera, Jorge"				Fandos, Paulino/M-7304-2015	Fandos, Paulino/0000-0002-9607-8931			Acute phase proteins increase with sarcoptic mange status and severity in Iberian ibex (Capra pyrenaica, Schinz 1838)								PARASITOLOGY RESEARCH				114	11			4005	4010		10.1007/s00436-015-4628-3			Nov-15	2015	Sarcoptic mange is a contagious skin disease caused by Sarcoptes scabiei, affecting both domestic and wild mammals, including the Iberian ibex (Capra pyrenaica), a medium-sized mountain ungulate almost endemic to the Iberian Peninsula. Acute phase proteins (APPs) could be an indicator of sarcoptic mange disease and severity in Iberian ibex. Serum samples from 131 healthy and sarcoptic mange-affected Iberian ibexes were collected from 2005 to 2012 in Sierra Nevada Natural Space in southern Spain. Serum alpha-1-acid glycoprotein (AGP), serum amyloid A (SAA) and haptoglobin (Hp) concentrations were quantified, and statistically significant differences according to sarcoptic mange disease and severity were assessed. Both AGP and SAA were significantly higher in the sarcoptic mange-affected ibexes than in the healthy ones as well as in the severely affected ibexes as compared to those with less than 50 % of the body surface affected. For the first time, changes in APP are reported in relation to sarcoptic mange in Iberian ibex. It is also reported for the first time that the intensity of APP increase depends on the severity of sarcoptic mange, which could be related with the pathological secondary amyloidosis, leading to organ dysfunction in severely mange-affected animals. Species and population differences in the increase of APP in response to sarcoptic mange could indicate individual and population differences in the immune capability of each population to deal with mange, population prevalence and mortality being the last indicators of such sensitivity.									0	0	0	0	0	0			0932-0113	1432-1955		WOS:000361730100007	26227139
J	"Azor, Jairo S.; Santos, Xavier; Pleguezuelos, Juan M."				Santos, Xavier/L-7748-2013	Santos, Xavier/0000-0002-4330-4261			Conifer-plantation thinning restores reptile biodiversity in Mediterranean landscapes								FOREST ECOLOGY AND MANAGEMENT				354				185	189		10.1016/j.foreco.2015.06.020			OCT 15 2015	2015	Habitat loss and transformation are the greatest threats to biodiversity. In the Mediterranean Basin, planting pines has been a widespread practice that has transformed and degraded natural habitats. Understanding the response of living organisms to these anthropogenic disturbances and their management is essential for the conservation of biodiversity. Reforestation in Spain until the end of the 20th century was conducted primarily with Pinus species at unnaturally high densities. We have analyzed the response of a reptile community to thinning management in pine plantations within the Sierra Nevada National Park (SE Spain). Surveyed plots covered a gradient of tree densities (according treatments) from unlogged plots, 50% logged trees, 66% logged trees, and surrounding areas of open landscape with sparse trees. Four replicates (plots) were considered per treatment, with 4 visits per plot. In each plot, we measured three reptile community metrics, species richness, abundance, and Pielou's evenness. We hypothesize that reptile metrics will increase with the reduction of pine density and canopy, and an increase of solar radiation. Our results showed a negligible response after a 50% thinning, but a significant response of the reptile community after a 66% reduction. This study demonstrates that intense logging in pine plantations restores reptile diversity in the Mediterranean Basin. This is intended to serve as a model for forest management to restore biodiversity in this region. (C) 2015 Elsevier B.V. All rights reserved.									1	0	0	1	0	1			0378-1127	1872-7042		WOS:000362058800020	
J	"Arabaci, M. Ozbey; Camero-Arranz, A.; Zurita, C.; Gutierrez-Soto, J.; Nespoli, E.; Suso, J.; Kiaeerad, F.; Garcia-Rojas, J.; Kiziloglu, U."								Detection of a large Be circumstellar disk during X-ray quiescence of XTE J1946+274								ASTRONOMY & ASTROPHYSICS				582						A53	10.1051/0004-6361/201425488			Oct-15	2015	Aims. We present a multiwavelength study of the Be/X-ray binary system XTE J1946+274 with the main goal of better characterizing its behavior during X-ray quiescence. We also aim to shed light on the possible mechanisms which trigger the X-ray activity for this source.Methods. XTE J1946+274 was observed by Chandra-ACIS during quiescence in 2013 March 12. In addition, this source has been monitored from the ground-based astronomical observatories of El Teide (Tenerife, Spain), Roque de los Muchachos (La Palma, Spain) and Sierra Nevada (Granada, Spain) since 2011 September, and from the TUBITAK National Observatory (Antalya, Turkey) since 2005 April. We have performed spectral and photometric temporal analyses in order to investigate the quiescent state and transient behavior of this binary system.Results. Our optical study revealed that a long mass ejection event from the Be star took place in 2006, lasting for about seven years, and another one is currently ongoing. We also found that a large Be circumstellar disk is present during quiescence, although major X-ray activity is not observed. We made an attempt to explain this by assuming the permanently presence of a tilted (sometimes warped) Be decretion disk. The 0.3-10 keV X-ray spectrum of the neutron star during quiescence was well fitted with either an absorbed black-body or an absorbed power-law models. The main parameters obtained for these models were kT = 1.43 +/- 0.17 and Gamma = 0.9 +/- 0.4 (with N-H similar to 2-7 x 10(22) cm(-2)). The 0.3-10 keV flux of the source was similar to 0.8-1 x 10(-12) erg(-1) cm(-2) s(-1). Pulsations were found with P-pulse = 15.757(1) s (epoch MJD 56 363.115) and an rms pulse fraction of 32.1(3)%. The observed X-ray luminosity during quiescent periods was close to that of expected in supersonic propeller regimen.									0	0	0	0	0	0			1432-0746			WOS:000363538500053	
J	"Leverkus, Alexandro B.; Rojo, Manuel; Castro, Jorge"				Castro, Jorge/M-1509-2014	Castro, Jorge/0000-0002-6362-2240			Habitat complexity and individual acorn protectors enhance the post-fire restoration of oak forests via seed sowing								ECOLOGICAL ENGINEERING				83				276	280		10.1016/j.ecoleng.2015.06.033			Oct-15	2015	Oak reforestation via direct sowing has advantages over planting for economic and plant-morphological reasons, but the risk of high acorn predation usually dissuades land managers from using this method. In a previous study we hypothesised that overcoming acorn predation would require both large-scale solutions to reduce predation by large mammals - which we had effectively obtained through ecosystem management leading to greater habitat complexity - and small-scale protection to tackle predation by small mammals - which we had been unsuccessful to encounter. In this study we aimed to test this hypothesis under the same management areas but with a new acorn-scale protective device named seed shelter. We carried out an acorn predation experiment in Sierra Nevada (S Spain), in a burnt area with three replicates of each of two post-fire management treatments: non-intervention (NI), with high habitat complexity due to the abundance of lying burnt trees, and salvage logging (SL), with low habitat complexity due to the previous felling and piling of the tree trunks and chopping of the branches. In each replicate we sowed 50 acorns with seed shelter and 50 acorns without (N = 600 acorns). After 129 days, predation by rodents averaged 17% for control acorns, while the seed shelter reduced this to nil. Predation by boars (17.5% overall) was not affected by the seed shelter but was reduced to one-sixth in the NI treatment (5% vs 30% in SL), so we obtained the lowest overall predation rates in the combined NI + seed shelter treatment (5%). We thus corroborated our hypothesis that combining large-scale management with an acorn-scale protection can greatly increase the success of sowing. We expect these outcomes to increase the effectiveness of direct sowing and to raise the share of this practice in reforestation, especially for species that develop best with direct sowing such as oaks. (C) 2015 Elsevier B.V. All rights reserved.									0	0	0	0	0	0			0925-8574	1872-6992		WOS:000360812000036	
J	"Gomez-Gutierrez, Alvaro; Juan de Sanjose-Blasco, Jose; Lozano-Parra, Javier; Berenguer-Sempere, Fernando; de Matias-Bejarano, Javier"								Does HDR Pre-Processing Improve the Accuracy of 3D Models Obtained by Means of two Conventional SfM-MVS Software Packages? The Case of the Corral del Veleta Rock Glacier								REMOTE SENSING				7	8			10269	10294		10.3390/rs70810269			Aug-15	2015	The accuracy of different workflows using Structure-from-Motion and Multi-View-Stereo techniques (SfM-MVS) is tested. Twelve point clouds of the Corral del Veleta rock glacier, in Spain, were produced with two different software packages (123D Catch and Agisoft Photoscan), using Low Dynamic Range images and High Dynamic Range compositions (HDR) for three different years (2011, 2012 and 2014). The accuracy of the resulting point clouds was assessed using benchmark models acquired every year with a Terrestrial Laser Scanner. Three parameters were used to estimate the accuracy of each point cloud: the RMSE, the Cloud-to-Cloud distance (C2C) and the Multiscale-Model-to-Model comparison (M3C2). The M3C2 mean error ranged from 0.084 m (standard deviation of 0.403 m) to 1.451 m (standard deviation of 1.625 m). Agisoft Photoscan overcome 123D Catch, producing more accurate and denser point clouds in 11 out 12 cases, being this work, the first available comparison between both software packages in the literature. No significant improvement was observed using HDR pre-processing. To our knowledge, this is the first time that the geometrical accuracy of 3D models obtained using LDR and HDR compositions are compared. These findings may be of interest for researchers who wish to estimate geomorphic changes using SfM-MVS approaches.									0	0	0	0	0	0			2072-4292			WOS:000360818800036	
J	"Javier Zamora-Camacho, Francisco; Virtudes Rubino-Hispan, Maria; Reguera, Senda; Moreno-Rueda, Gregorio"								Thermal dependence of sprint performance in the lizard Psammo-dromus algirus along a 2200-meter elevational gradient: Cold-habitat lizards do not perform better at low temperatures								JOURNAL OF THERMAL BIOLOGY				52				90	96		10.1016/j.jtherbio.2015.06.003			Aug-15	2015	Sprint speed has a capital relevance in most animals' fitness, mainly for fleeing from predators. Sprint performance is maximal within a certain range of body temperatures in ectotherms, whose thermal upkeep relies on exogenous thermal sources. Ectotherms can respond to diverse thermal environments either by shifting their thermal preferences or maintaining them through different adaptive mechanisms. Here, we tested whether maximum sprint speed of a lizard that shows conservative thermal ecology along a 2200-meter elevational gradient differs with body temperature in lizards from different elevations. Lizards ran faster at optimum than at suboptimum body temperature. Notably, high-elevation lizards were not faster than mid- and low-elevation lizards at suboptimum body temperature, despite their low-quality thermal environment. This result suggests that both preferred body temperature and thermal dependence of speed performance are co-adapted along the elevational gradient. High-elevation lizards display a number of thermoregulatory strategies that allow them to achieve high optimum body temperatures in a low thermal-quality habitat and thus maximize speed performance. As for reproductive condition, we did not find any effect of it on sprint speed, or any significant interaction with elevation or body temperature. However, strikingly, gravid females were significantly slower than males and non-gravid females at suboptimum temperature, but performed similarly well at optimal temperature. (C) 2015 Elsevier Ltd. All rights reserved.									0	0	0	0	0	0			0306-4565			WOS:000360773300012	26267503
