Reference Type	Authors, Primary	Title Primary	Periodical Full	Periodical Abbrev	Pub Year	Pub Date Free From	Volume	Issue	Start Page	Other Pages	Keywords	Abstract	Notes	Personal Notes	Authors, Secondary	Title Secondary	Edition	Publisher	Place Of Publication	Authors, Tertiary	Authors, Quaternary	Authors, Quinary	Title, Tertiary	ISSN/ISBN	Availability	Author/Address	Accession Number	Language	Classification	Sub file/Database	Original Foreign Title	Links	URL	DOI	PMID	PMCID	Call Number	Database	Data Source	Identifying Phrase	Retrieved Date	Shortened Title	User 1	User 2	User 3	User 4	User 5	User 6	User 7	User 8	User 9	User 10	User 11	User 12	User 13	User 14	User 15
Journal Article	"Ruiz Bustos,A.;Camacho Munoz,I."	Datos sobre la alimentaciOn del Bubo bubo y determinacion de micromamiferos en Sierra Nevada mediante egagropilas.	Cuadernos Cienc biol	 	1973	1973	2	2	57	61	"Environmental Sciences & Ecology;Zoology;Rodentia [Predators / / Bubo bubo (Aves);Raptor pellet] [Spain / / Sierra Nevada;Raptor pellet]."	 	"PT: J BD: Ecology; Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR11300015134"	 		 	 	 	 				 	 	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Ruiz Bustos,A.;Padial,J."	Datos sobre Microtus nivalis (Martens, 1842) actual y fosil en Granada (Andalucia).	Cuadernos De Ciencias Biologicas Universidad De Granada	 	1980	1977-1978[1980]	06-Jul	 	87	94	"Anatomy & Morphology;Zoology;Paleontology;Microtus nivalis [Relative measurements / / Fossil compared with living specimen] [General morphology / / Fossil & extant morphology;comparative study] [Teeth / / Molars] [Spain / / Sierra Nevada] [Quaternary / / fossil morphology compared with living specimen]."	 	"PT: J BD: Biometrics; General morphology; Skeletal and supporting structures;    Skeleton; Dentition; Land zones; Palaearctic region; Eurasia; Europe;    Geological time periods; Caenozoic; UT: ZOOREC:ZOOR11900054204"	 		 	 	 	 				 	 	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Sainz Cantero,C. E.;Sanchez Ortega,A.;Alba Tercedor,J."	Distribucion y autoecologia de Hydraenidae (Col.) en Sierra Nevada (Espana).	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1987	1987	11	 	355	365	"Environmental Sciences & Ecology;Zoology;Marine & Freshwater Biology;Hydraenidae [Distribution within habitat / / Mountain streams;influencing factors] [Stream / / Distribution in mountain habitat] [Water / / Hydrological factors affecting distribution in mountain streams] [Spain / / Sierra Nevada;Distribution in mountain streams]."	After a monthly sampling during two annual cycles, in nine sampling stations distributed in differents streams from Sierra Nevada mountains (south of Spain), the distribution factors (temperature, conductivity, current speed, type of bed and vegetation), their statistical significance and phenology of nine species of Coleoptera, Hydraenidae were studied.	"PT: J BD: Ecology; Habitat; Freshwater habitat; Lotic water; Abiotic factors;    Physical factors; Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR12400059247"	 		 	 	 	 				 	0210-8984	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Sainz-Barain,Marta;Zamora-Munoz,Carmen"	The larva and life history of Stenophylax nycterobius (McLachlan, 1875) (Trichoptera: Limnephilidae) in high mountain streams (Sierra Nevada, Spain) and key to the Iberian larvae of the genus.	Zootaxa	 	2012	14-Sep-12	3483	 	71	81	"Zoology;Anatomy & Morphology;Evolutionary Biology;Environmental Sciences & Ecology;Entomology;Marine & Freshwater Biology;Limnephilidae [Europe / Iberian Peninsula / Key to genera & species]. Stenophylax [Europe / Iberian Peninsula / Key to species]. Stenophylax nycterobius [General morphology / Final instar larval morphology / systematics] [Phylogeny / / ] [Habitat preference / Ecological preferences / ] [Larval cases / Larval case morphology / ] [Stream / High mountain streams / distribution] [Spain / Sierra Nevada / ]."	The larva and pupa of Stenophylax nycterobius (McLachlan, 1875) were briefly, although insufficiently, described by Lep- neva (1966). Here, the larva is fully described and figured. Its most important diagnostic features to distinguish it from other species are illustrated. A key is presented for the identification of the known Stenophylax larvae of the Iberian Pen- insula. Descriptions of its habitat, life cycle and its particular life history in high mountain streams from the southeast of the Iberian Peninsula (Sierra Nevada) are included.	"PT: J BD: Systematics; Nomenclature; Diagnosis; Description; Taxonomy; Key;    General morphology; Evolution; Ecology; Habitat utilization; Animal    constructions; Habitat; Freshwater habitat; Lotic water; Land zones;    Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14812077586"	 		 	 	 	 				 	"1175-5326; 1175-5334"	 	"Sainz-Barain, Marta; Department of Zoology, Faculty of Science, University of Granada, Campus de Fuentenueva s/n, E-18071, Granada, Spain, Spain.; msainzb@ugr.es"	 	 	 	DT: Article	 	"http://www.mapress.com/zootaxa/list/2012/3483.html; http://www.mapress.com/zootaxa/2012/1/zt03483p081.pdf"	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Sainz-Cantero,C. E.;Alba-Tercedor,J."	Los adefagos acuaticos de Sierra Nevada (Granada, Espana): diagnosis y claves de identificacion (Coleoptera, Adephaga: Haliplidae, Gyrinidae, Dytiscidae).	Zoologica Baetica	Zool.Baetica	1991	1991	2	 	183	256	"Zoology;Dytiscidae;Gyrinidae;Haliplidae [Checklists / / Sierra Nevada] [Spain / / Keys & checklist]."	 	"PT: J BD: Systematics; Taxonomy; Key; Documentation; Publications; Land zones;    Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13000060755"	 		 	 	 	 				 	1130-4251	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Sainz-Cantero,C. E.;Sanchez-Ortega,A.;Alba-Tercedor,J."	Datos de distribucion y autoecologia de los coleopteros Dryopoidea en Sierra Nevada (Espana).	Actas do Congresso Iberico de Entomologia	 	1985	1985	2	4	333	341	"Environmental Sciences & Ecology;Zoology;Dryopoidea [Water / / Hydrological influences on distribution] [Spain / / Sierra Nevada;Distribution;hydrological influences & 6 first records]."	 	"PT: J BD: Abiotic factors; Physical factors; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR12400029802"	 		 	 	 	 				 	 	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Sainz-Cantero,Carmen E.;Alba-Tercedor,Javier;Fresneda,Xavier"	Sobre la distribucion de Agabus (Gaurodytes) solieri Aube, 1836 en la Peninsula Iberica (Coleoptera: Dytiscidae).	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1994	octubre 1994	18	03-Apr	95	96	"Zoology;Agabus (Gaurodytes) solieri [Spain / / Granada;Sierra Nevada;Distribution record]."	 	"PT: J BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13100065319"	 		 	 	 	 				 	0210-8984	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Book, Whole	"Sanchez-Ortega,A.;Alba-Tercedor,J."	The life cycle of Perla marginata and Dinocras cephalotes in Sierra Nevada (Granada, Spain) (Plecoptera: Perlidae).	 	 	1991	1991	 	 	501	 	"Developmental Biology;Zoology;Entomology;Dinocras cephalotes;Perla marginata [Life cycle / / Nymphal development significance;comparative study] [Nymphal development / / Life cycle implications] [Growth / / Nymph] [Spain / / Granada;Sierra Nevada]."	 	"PT: B BD: Life cycle and development; Development; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR12900019343"	 		 	 	 	 				 	 	 	 	 	 	 	DT: Book chapter	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Sanchez-Ortega,A.;Alba-Tercedor,J."	Los plecopteros de Sierra Nevada (Granada, Espana).	Zoologica Baetica	Zool.Baetica	1990	1990	1	 	77	146	"Zoology;Plecoptera [Spain / / Granada;Sierra Nevada;Faunal list;distribution & keys]."	 	"PT: J BD: Systematics; Taxonomy; Key; Land zones; Palaearctic region; Eurasia;    Europe; UT: ZOOREC:ZOOR13000037928"	 		 	 	 	 				 	1130-4251	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Sanchez-Ortega,A.;Alba-Tercedor,J."	Life cycles of some species of Plecoptera in Sierra Nevada (south of Spain).	Series Entomologica (Dordrecht)	 	1989	1989	44	 	43	52	"Developmental Biology;Zoology;Plecoptera [Life cycle / / ] [Spain / / Sierra Nevada;Life cycles]."	 	"PT: J BD: Life cycle and development; Land zones; Palaearctic region; Eurasia;    Europe; UT: ZOOREC:ZOOR12600042446"	 		 	 	 	 				 	0924-4603	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Schmidt,Gerhard H.	[A contribution to the altitudinal distribution of Orthopteroidea in the Sierra Nevada/Spain.]	Articulata	 	1999	1999	14	1	45	61	"Behavioral Sciences;Zoology;Environmental Sciences & Ecology;Saltatoria [Acoustic signals / / Sonograms of males;use in species diagnosis] [Vertical distribution / / Mountain range] [Mountain habitat / / ] [Altitude / / ] [Spain / / Sierra Nevada;Seven first records;altitudinal distribution & acoustic signals]."	 	"PT: J BD: Systematics; Nomenclature; Diagnosis; Behaviour; Communication; Ecology;    Distribution within habitat; Habitat; Terrestrial habitat; Abiotic    factors; Physical factors; Land zones; Palaearctic region; Eurasia;    Europe; UT: ZOOREC:ZOOR13600008872"	 		 	 	 	 				 	0171-4090	 	"Schmidt, Gerhard H.; FG Entomologie und Okologie, Fachbereich Biologie, Universitat Hannover, Herrenhauser Strasse 2, D-30149 Hannover, Germany, Germany."	 	 	 	DT: Article	Ein Beitrag zur Hohenverteilung der Orthopteroidea in der Sierra Nevada/Spanien.	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Schmidt-Koehl,W.	Tagfalterbeobachtungen in Marokko (Mittlererer Atlas, Hoher Atlas) und in Suedspanien (Sierra Nevada) im Juli und August 1977 (Insecta, Lepidoptera).	Mitteilungen der Entomologischen Gesellschaft Basel	 	1978	1978	28	2	24	50	"Zoology;Lepidoptera [Morocco / / Atlas Mountains;Distribution] [Spain / / Sierra Nevada]."	 	"PT: J BD: Systematics; Taxonomy; Land zones; Palaearctic region; Africa; Eurasia;    Europe; UT: ZOOREC:ZOOR11500024181"	 		 	 	 	 				 	1421-3397	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Serra-Tosio,B.	Deux Diamesini nouveaux d'Espagne (Diptera, Chironomidae).	Trav Lab Piscic Univ Grenoble	 	1970	1970	62	 	147	167	Zoology	 	"PT: J BD: Systematics; Nomenclature; New taxa; UT: ZOOREC:ZOOR10800035024"	 		 	 	 	 				 	 	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Shaverdo,H. V.	Revision of the nigrita-group of Hydroporus Clairville, 1806 (Insecta: Coleoptera: Dytiscidae).	Annalen des Naturhistorischen Museums in Wien Serie B Botanik und Zoologie	 	2004	2003(2004)	105B	 	217	263	"Zoology;Hydroporus nigrita group [Palaearctic region / / Systematic revision;biology notes & distribution including new records]. Hydroporus sabaudus sierranevadensis [Spain / / New subspecies]."	The six species assigned to the nigrita-group of Hydroporus CLAIRVILLE, 1806 are revised. Hydroporus sabaudus FAUVEL is established as a valid name for the species which has been treated as H. nivalis HEER. Hydroporus nivalis is found to be a senior synonym of H. foveolatus HEER but for matters of stability a proposal for precedence of the name Hydroporus foveolatus over the name Hydroporus nivalis has been submitted to the Commission of Zoological Nomenclature. Hydroporus sabaudus sierranevadensis ssp.n. is described from the Sierra Nevada, Southern Spain. Hydroporus tibetanus ZAITZEV, erroneously attributed to the nigrita-group till now, is transferred to the acutangulus-polaris species complex. Descriptions, distributional data, and some bionomical notes are presented. The great variability of the main characters of the species is discussed. A key to all species of the nigrita-group is presented which will allow the separation of most specimens. The body outlines and aedeagi of the studied species are figured to show the variability of body shape, coloration, and shape of median lobe. Lectotypes are designated for the following nominal species: Hydroporus nigrita (F., 1792), H. trivialis STEPHENS, 1828, H. glabellus THOMSON, 1867, H. subalpinus THOMSON, 1871, H. monilicornis J.SAHLBERG, 1875, H. bisbiguttatus J. SAHLBERG, 1921, H. sabaudus FAUVEL, 1865, H. alticola SHARP, 1882, H. nivalis var. scholzii KOLBE, 1899, H. kozlovskii ZAITZEV, 1927, H. nivalis DEER, 1839, H. foveolatus DEER, 1839, and H. tibetanus ZAITZEV, 1953.	"PT: J BD: Systematics; Nomenclature; New taxa; Type material; Diagnosis; Taxonomy;    Key; Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14011065182"	 		 	 	 	 				 	0255-0105	 	"Shaverdo, H.V.; Zweite Zoologische Abteilung, Naturhistorisches Museum, Burgring 7, A-1010 Wien, Austria.; shaverdo@mail.ru"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Soldan,T.	[The Spanish Sierra Nevada and its natural history.]	Ziva	 	1987	1987	35	5	169	170	"Zoology;Animalia [Spain / / Sierra Nevada;Annotated species distribution records]."	 	"PT: J BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR12500039360"	 		 	 	 	 				 	0044-4812	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Stary,J.;Mendl,H."	Zwei neue Protogonomyia-Arten aus Europa (Diptera, Limoniidae).	Nachrichtenblatt der Bayerischen Entomologen	Nachrichtenbl.Bayer.Entomol.	1984	1984	33	4	122	128	"Zoology;Ellipteroides (Protogonomyia) adrastea [Czechoslovakia / / Moravia;New species]. Ellipteroides (Protogonomyia) ida [Spain / / Sierra Nevada;New species]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR12100003613"	 		 	 	 	 				 	0027-7452	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Stueben,Peter E.	[Description of a new Kyklioacalles species from south Spain - with a key to the species of the genus Kyklioacalles. (Col.: Curculionidae, Cryptorhynchinae).]	Snudebiller	 	2001	2001	2	 	155	161	"Zoology;Kyklioacalles nevadaensis [Spain / / New species]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Taxonomy; Key; Land zones;    Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13700064414"	 		 	 	 	 				 	1439-4650	 	"Stueben, Peter E.; CURCULIO-Institute, Hauweg 62, D-41066, Moenchengladbach, Germany, Germany."	 	 	 	DT: Article	Beschreibung einer neuen Kyklioacalles-Art aus Suedspanien - mit einem Schluessel der Arten des Genus Kyklioacalles. (Col.: Curculionidae, Cryptorhynchinae).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Talavera,M.	Some species of the family Tylenchidae (Nematoda: Tylenchida) from Sierra Nevada (S.E. Spain).	Zoologica Baetica	Zool.Baetica	1997	1997	8	 	133	147	"Zoology;Coslenchus multigyrus;Coslenchus rhombus;Coslenchus turkeyensis [Spain / / New record]. Tylenchidae [Spain / Sierra Nevada mountains / Systematic faunal list with 3 new records for Spain]."	 	"PT: J BD: Systematics; Nomenclature; Description; Land zones; Palaearctic region;    Eurasia; Europe; UT: ZOOREC:ZOOR13800053466"	 		 	 	 	 				 	1130-4251	 	"Talavera, M.; Departamento de Agroecologia, Estacion Experimental del Zaidin, CSIC, Profesor Albareda, 1, 18008 Granada, Spain, Spain."	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Talavera,M.;Tobar,A."	Description of Pratylenchoides nevadensis sp. n. from southern Spain (Tylenchida: Pratylenchidae).	Afro-Asian Journal of Nematology	 	1996	Jun-96	6	1	46	49	"Zoology;Pratylenchoides nevadensis [Spain / / Sierra Nevada;New species]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Taxonomy; Key; Land zones;    Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13300036299"	 		 	 	 	 				 	0963-6420	 	"Talavera, M.; International Institute of Parasitology, 395A Hatfield Road, St. Albans, AL4 0XU, United Kingdom, United Kingdom."	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Tierno de Figueroa,J. M.;Luzon-Ortega,J. M.;Sanchez-Ortega,A."	Phenology of stoneflies (Insecta, Plecoptera) from Sierra Nevada (Granada, Spain).	Zoologica Baetica	Zool.Baetica	2001	2001	12	 	49	70	"Developmental Biology;Zoology;Behavioral Sciences;Environmental Sciences & Ecology;Meteorology & Atmospheric Sciences;Plecoptera [Emergence / / Environmental influences] [Seasonal activity / Flight period / ] [Altitude / / Emergence & flight period relations] [Photoperiod / / ] [Temperature / / ] [Spain / Granada, Sierra Nevada / Phenology]."	 	"PT: J BD: Life cycle and development; Development; Metamorphosis; Behaviour;    Activity patterns; Abiotic factors; Physical factors; Light; Land zones;    Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13800053404"	 		 	 	 	 				 	1130-4251	 	"Tierno de Figueroa, J.M.; Departamento de Biologia Animal y Ecologia, Facultad de Ciencias, Universidad de Granada, 18071, Granada, Spain, Spain."	 	 	 	DT: Article	Fenologia de los plecopteros (Insecta, Plecoptera) de Sierra Nevada (Granada, Espana).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Tierno de Figueroa,J. M.;Sanchez-Ortega,A."	Eggs and clutches of some stonefly species (Insecta, Plecoptera) in Sierra Nevada (Granada, Spain).	Zoologica Baetica	Zool.Baetica	1999	1999	10	 	161	184	"Anatomy & Morphology;Zoology;Reproductive Biology;Plecoptera [Size / / Fecundity relations] [Egg / / Morphology] [Fecundity / / Body size relations] [Egg number / / Clutch size & transportation] [Spain / / Granada;Sierra Nevada;Egg morphology;fecundity & clutch size & transportation]."	 	"PT: J BD: Biometrics; Reproduction; Reproductive productivity; Land zones;    Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13600077032"	 		 	 	 	 				 	1130-4251	 	"Tierno de Figueroa, J.M.; Departamento de Biologia Animal y Ecologia, Facultad de Ciencias, Universidad de Granada, 18071 Granada, Spain, Spain."	 	 	 	DT: Article	Huevos y puestas de algunas especies de plecopteros (Insecta, Plecoptera) de Sierra Nevada (Granada, Espana).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Tierno de Figueroa,Jose Manuel;Lopez-Rodriguez,Manuel Jesus"	Biometric relationships among female size, fecundity, and flight period in Isoperla nevada Aubert 1952 (Plecoptera: Perlodidae).	Annales de la Societe Entomologique de France	Ann.Soc.Entomol.Fr.	2005	January-March 2005	41	1	3	6	"Anatomy & Morphology;Zoology;Reproductive Biology;Developmental Biology;Isoperla nevada [Size / / Females;relations with fecundity & flight period] [Egg / / relations with female size & flight period] [Fecundity / / Female size & flight period relationships] [Egg number / / ] [Development / Flight period / Female size & fecundity relationships] [Spain / Sierra Nevada, Barranco de los Tejos / Female size;fecundity & flight period relationships]."	Relationships among female size, fecundity (measured as number of eggs and/or egg size) and flight period in a population of Isoperla nevada from Southern Iberian Peninsula have been studied. Bigger females produce a higher number of eggs, although not necessarily bigger eggs. It has been also observed a reduction of the fecundity along the flight period associated to the fact that females emerging later were smaller. These data indicate that female size is a good indicator of its reproductive potential, and that an early emergence would have a good adaptative value for females.	"PT: J BD: Biometrics; Reproduction; Reproductive productivity; Life cycle and    development; Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14201003705"	 		 	 	 	 				 	0037-9271	 	"Tierno de Figueroa, Jose Manuel; Departamento de Biologia Animal y Ecologia, Facultad de Ciencias, Universidad de Granada, 18071 Granada, Spain, Spain.; jmtdef@ugr.es"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Tierno de Figueroa,Jose Manuel;Sanchez-Ortega,Antonino"	Imaginal feeding of twelve nemouroidean stonefly species (Insecta, Plecoptera).	Annals of the Entomological Society of America	Ann.Entomol.Soc.Am.	2000	Mar-00	93	2	251	253	"Nutrition & Dietetics;Zoology;Amphinemura triangularis;Capnia nigra;Capnioneura mitis;Leuctra;Nemoura cinerea;Nemouroidea;Protonemura alcazaba;Protonemura meyeri [Food plants / / Adult diet from gut contents analyses;Spain]. Plecoptera [Spain / / Sierra Nevada;Granada;Adult diet from gut contents analyses]."	 	"PT: J BD: Nutrition; Diet; Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR13600072545"	 		 	 	 	 				 	0013-8746	 	"Tierno de Figueroa, Jose Manuel; Departamento de Biologia Animal y Ecologia, Facultad de Ciencias, Universidad de Granada, 18071, Granada, Spain, Spain."	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Tinaut Ranera,J. A.	Rossomyrmex minuchae nov. sp. (Hym. Formicidae) encontrada en Sierra Nevada, Espana.	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1981	1980[1981]	4	 	195	203	"Zoology;Rossomyrmex minuchae [Spain / / New species]."	 	"PT: J BD: Systematics; Nomenclature; New taxa; Diagnosis; Land zones; Palaearctic    region; Eurasia; Europe; UT: ZOOREC:ZOOR11800030195"	 		 	 	 	 				 	0210-8984	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Tinaut Ranera,J. A.	Estudio de la mirmecofauna de los Borreguiles de S. Juan (Sierra Nevada, Granada) (Hym. Formicidae).	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1979	1979	3	 	173	183	"Environmental Sciences & Ecology;Zoology;Formicidae [Distribution within habitat / / Biotope preferences;mountain] [Habitat preference / / Mountain biotopes;relative distribution] [Mountain habitat / / Biotope preferences & relative distribution] [Spain / / Sierra Nevada;Mountain habitat biotope preferences & relative distribution]."	 	"PT: J BD: Ecology; Habitat utilization; Habitat; Terrestrial habitat; Land zones;    Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR11700021576"	 		 	 	 	 				 	0210-8984	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Tinaut,A.;Martinez-Ibanez,M. D.;Ruano,F."	Inventory of the ant species of Sierra Nevada, Granada (Spain) (Hymenoptera, Formicidae).	Zoologica Baetica	Zool.Baetica	2007	2007	18	 	49	68	"Zoology;Formicidae [Checklists / Revised inventory / systematics;new recordsfor 22 species;Granada;Sierra Nevada] [Zoogeography / Zoogeographical composition / ] [Spain / Granada, Sierra Nevada / distribution]. Lasius meridionalis [Spain / Andalucia / New record]."	In this paper we revise the current records of Formicidae of Sierra Nevada, and include the changes carried out in the taxonomy of the family as well as indicate the possible misidentifications of species in previous records cited in the literature. With these modifications and new contributions, the number of species in Sierra Nevada is raised to 87, three of them, Tapinoma simrothi, Lasius emarginatus and Formica sanguinea remaining still as uncertain records. Out of the total number of species, 22 represent new records from this massif and one of them, Lasius emarginatus, is also a new record for Andalusia. A comparison with previous papers studying the ant fauna of similar massifs, as Sierra de Guadarrama and Sierra de Cazorla, as well as the total number of known species of Andalusia and peninsular Spain, shows that the Sierra Nevada massif is one of the richest of Andalusia. It comprise almost one third of the total number of species of peninsular Spain and 15 species less than Sierra de Guadarrama. However, the number of endemics in Sierra Nevada is very low, only one species being an endemic, probably due to the fact that the cacuminal region (over 2.800 m) in this massif is practically lacking ants, whereas this region usually shows the highest rates of endemic species in mountain regions.	"PT: J BD: Documentation; Publications; Zoogeography; Land zones; Palaearctic    region; Eurasia; Europe; UT: ZOOREC:ZOOR14409056884"	 		 	 	 	 				 	1130-4251	 	"Tinaut, A.; Dpto. Biologa Animal, Facultad de Ciencias, 18071 Granada, Spain, Spain.; hormiga@ugr.es"	 	 	 	DT: Article	Inventario de las especies de formicidos de Sierra Nevada, Granada (Espana) (Hymenoptera, Formicidae).	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Tinaut,Alberto	First record of the genus Amblyopone Erichson, 1842 (Hymenoptera, Formicidae) in Sierra Nevada (Granada) and Oriental Andalusia.	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	2007	diciembre 2007	31	03-Apr	281	282	"Zoology;Amblyopone [Spain / Andalusia, east / New record]. Amblyopone gaetulica [Spain / Sierra Nevada, Los Alayos / New record]."	 	"PT: J BD: Land zones; Palaearctic region; Eurasia; Europe; UT: ZOOREC:ZOOR14605037597"	 		 	 	 	 				 	0210-8984	 	"Tinaut, Alberto; Departamento de Biologia Animal, Facultad de Ciencias, Universidad de Granada, 18071 Granada, Spain, Spain.; hormiga@ugr.es"	 	 	 	DT: Article	Primera cita del genero Amblyopone Erichson, 1842 (Hymenoptera, Formicidae) en Sierra Nevada (Granada) y Andalucia oriental.	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
