Reference Type	Authors, Primary	Title Primary	Periodical Full	Periodical Abbrev	Pub Year	Pub Date Free From	Volume	Issue	Start Page	Other Pages	Keywords	Abstract	Notes	Personal Notes	Authors, Secondary	Title Secondary	Edition	Publisher	Place Of Publication	Authors, Tertiary	Authors, Quaternary	Authors, Quinary	Title, Tertiary	ISSN/ISBN	Availability	Author/Address	Accession Number	Language	Classification	Sub file/Database	Original Foreign Title	Links	URL	DOI	PMID	PMCID	Call Number	Database	Data Source	Identifying Phrase	Retrieved Date	Shortened Title	User 1	User 2	User 3	User 4	User 5	User 6	User 7	User 8	User 9	User 10	User 11	User 12	User 13	User 14	User 15
Journal Article	"Russell,William H.;McBride,Joe R.;Carnell,Ky"	Influence of environmental factors on the regeneration of hardwood species on three streams in the Sierra Nevada.	Madrono	Madrono	2003	January-March 2003	50	1	21	27	"Developmental Biology;Environmental Sciences & Ecology"	Regeneration of hardwood species on three streams in the northern Sierra Nevada was correlated with several environmental factors. The occurrence of seedlings of Salix lutea (yellow willow), Salix laevigata (red willow), and Alnus tenuifolia (mountain alder) were negatively correlated with canopy cover and litter depth, and positively correlated with solar radiation. All three species occurred more frequently on sandy soils where the stream channel was wide and the slope was relatively shallow. The occurrence of Populus fremontii (black cottonwood) seedlings was negatively correlated with canopy cover, and sandy soils, and positively correlated with distance from the watercourse and solar radiation. Acer macrophyllum (big leaf maple) and Cornus sericea (American dogwood) seedlings occurred under relatively dense canopy cover, in low light environments, but were limited to sandy soils and wide stream channels. Results indicate that the hardwood species that exist in riparian corridors within the Sierra Nevada mixed conifer forest type are variably reliant on conditions common to flood prone areas such as sandy mineral soils and a high light environment for regeneration.	PT: J ME: print	 		 	 	 	 				 	0024-9637 ER	 	"Russell, William H.; Biological Resources Division, Western Ecological Research Center, Golden Gate Field Station, USGS, Fort Cronkhite, Bldg 1063, Sausalito, CA, 94965, USA"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Saint Girons,H.	The Systematics of Vipera-Latastei-Latastei and a Description of Vipera-Latastei-Gaditana New-Subspecies Reptilia Viperidae	Revue Suisse de Zoologie	 	1977	 	84	3	599	608	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Dermatology;Anatomy & Morphology"	A morphological study of the populations assigned to V. l. latastei revealed the existence of 2 distinct subspecies. The 1st, corresponding to the nominate subspecies, occupies the north, the center and the east of the Iberian Peninsula [Spain, Portugal], and extends southwards as far as the Sierra Nevada [Spain]. The 2nd subspecies V. l. gaditana is characterized by a smaller number of ventral scales (130.88 .+-. 4.41 instead of 141.31 .+-. 3.46) and is widely distributed in the southwest of the Iberian Peninsula, the Rif, the Middle Atlas [northern Africa] and the Algerian Tell. Although individuals from the Algerian Tell belong to the southern group, the intrapopulation variability of the samples from Alger and Annaba (Bone) is greater than that between samples from either Morocco or the southwest Iberian Peninsula, posing a taxonomic problem which cannot be resolved here due to the smallness of the sample size.	PT: J	 		 	 	 	 				 	0035-418X ER	 	"SAINT GIRONS H; LAB EVOL ETRES ORG, UNIV PIERRE ET MARIE CURIE, 105 BLVD RASPAIL, 75006 PARIS, FR, FRANCE"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Sainz Cantero,C. E.;Sanchez Ortega,A.;Alba Tercedor,J."	Distribution and Autoecology of Hydraenidae in the Sierra Nevada Spain Insecta Coleoptera	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1987	 	11	 	355	366	"Behavioral Sciences;Physiology;Meteorology & Atmospheric Sciences;Environmental Sciences & Ecology;Marine & Freshwater Biology"	After a monthly sampling during two annual cycles, in nine sampling stations distributed in differents streams from Sierra Nevada mountains (south of Spain), the distribution factors (temperature, conductivity, current speed, type of bed and vegetation), their statistical significance and phenology of nine species of Coleoptera, Hydraenidae were studied.	PT: J	 		 	 	 	 				 	0210-8984 ER	 	"SAINZ CANTERO C E; DEPARTAMENTO DE BIOLOGIA ANIMAL, ECOLOGIA Y GENETICA, FACULTAD DE CIENCIAS, UNIVERSIDAD DE GRANADA, 18071-GRANADA, ESPANA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Sainz-Cantero C E;Zamora-Munoz C;Alba-Tercedor J"	Aquatic Coleoptera from the Monachil River Sierra Nevada Granada Spain	Elytron (Barcelona)	 	1988	 	2	 	97	106	"Life Sciences & Biomedicine - Other Topics;Meteorology & Atmospheric Sciences;Environmental Sciences & Ecology;Physiology"	After a seasonal sampling, carried out for one annual cycle, a list of 18 species [Elmis maugetii, Limnius opacus, L. volckmari, Helichus substriatus, Potamonectes sp., Oulimnius troglodytes, Hydraena minutissima, Deronectes sp., Dryops sp., Esolus sp., Gyrinus caspius, Helophorus glacialis, Hydraena pygmaea, H. exasperata, H. subdepressa, H. testacea, Ochthebius exculptus, and the subfamily Hydroporinae] is presented together with ecological data on their altitudinal distribution and phenology, as well as interactions among populations of Elmis maugetii, Limnius opacus and L. volckmari in the Sierra Nevada mountains in Southern Spain. Futhermore Hydraena (Haenydra) exasperata ORCHYMONT, 1936 is recorded for the first time in these mountains. All sampling localities are listed and characteristics of their habitats are provided.	PT: J	 		 	 	 	 				 	0214-1353 ER	 	"SAINZ-CANTERO C E; DEP DE BIOLOGIA ANIMAL, ECOLOGIA Y GENETICA, FACULTAD DE CIENCIAS, UNIVERSID DE GRANADA, 18071 GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Sainz-Cantero,C. E.;Alba-Tercedor,J."	Aquatic Adephaga from Sierra Nevada (Granada, Spain) (Coleoptera: Haliplidae, Gyrinidae, Dytiscidae)	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1991	 	15	0	91	109	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Anatomy & Morphology"	After an integral study carried out on aquatic coleoptera in Sierra Nevada, 31 Adephaga species were recorded (eight are first records). Moreover additional notes on their ecology of each species are presented.	PT: J	 		 	 	 	 				 	0210-8984 ER	 	Departamento de Biologia Animal Ecologia y Genetica, Facultad de Ciencias, Universidad de Granada, 18071 Granada, Spain	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Sainz-Cantero,C. E.;Alba-Tercedor,J."	Aquatic Polyphaga from Sierra Nevada (Granada, Spain) (Coleoptera: Hydraenidae, Hydrophilidae, Elmidae, Dryopidae)	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1991	 	15	0	171	198	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Anatomy & Morphology"	46 species of aquatic Coleoptera Polyphaga, including 7 hitherto unlisted, are recorded in the Sierra Nevada (Southern Spain). together with new data concerning their distribution and ecology requirements.	PT: J	 		 	 	 	 				 	0210-8984 ER	 	Dep. Biologia Animal Ecologia y Genetica, Facultad de Ciencias, Universidad de Granada, 18071 Granada, Spain	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Sanchez-Castillo P M	Algae from High-Mountain Lagoons in the Sierra Nevada Granada Spain	Acta Botanica Malacitana	 	1988	 	13	 	21	52	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Marine & Freshwater Biology"	A study was carried out on the specific composition of the phytoplankton from 16 high-mountain lagoons in the Sierra Nevada. The lagoons are situated on siliceous substrates at altitudes between 2500 and 3100 m. They are ice-free for 5 to 6 mos. a year, usually from June to October. Of the 149 taxa collected, 21 are Cyanophyceae, 2 are Dinophyceae, 8 are Euglenophyceae, 5 are Chrysophyceae, 51 are Diatomophyceae, 28 are Chlorophyceae and 34 are Zygophyceae. Eleven taxa were new records for the Spanish phycoflora. Eunotia pseudopectinalis, E. sudetica, Netrium oblongum var. curvatum and Actinotaenium adelochondrum var. kriegeri, all with an arctic-alpine distribution, were singled out for their biogeographical interest. Nostoc kihlmani, Meridion circulare, Cymbella minuta, Pediastrum boryanum, Cosmarium garrolense and Staurastrum hirsutum were the taxa with the widest distribution among the lagoons studied. Finally, a new combination was proposed: Eunotia pseudopectinalis var. vasconiensis [E. flexuosa var. vasconiensis].	PT: J	 		 	 	 	 				 	0210-9506 ER	 	"SANCHEZ-CASTILLO P M; DEPARTAMENTO DE BIOLOGIA VEGETAL, FACULTAD DE CIENCIAS, UNIVERSIDAD DE GRANADA, 18001 GRANADA, GRENADA"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Sanchez-Maranon,R. Delgado;Parraga,J.;Delgado,G."	Multivariate analysis in the quantitative evaluation of soils for reforestation in the Sierra Nevada, (southern Spain)	Geoderma	Geoderma	1996	 	69	03-Apr	233	248	"Biodiversity & Conservation;Environmental Sciences & Ecology;Forestry;Nutrition & Dietetics;Agriculture"	 	PT: J	 		 	 	 	 				 	0016-7061 ER	 	"Delgado, G.; Dep. Edafol. Quimica Agricola, Fac. Farm., Campus de Cartuja, Univ. de Granada, 18071 Granada, Spain"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Conference Proceedings	"Sanchez-Ortega a;Alba-Tercedor J"	The Life Cycle of Perla-Marginata and Dinocras-Cephalotes in Sierra Nevada Granada Spain Plecoptera Perlidae	 	 	1991	July 27-30, 1989	 	 	493	501	"Meteorology & Atmospheric Sciences;Developmental Biology;Environmental Sciences & Ecology;Marine & Freshwater Biology;Anatomy & Morphology;Physiology;Reproductive Biology;Life Sciences & Biomedicine - Other Topics"	 	PT: B	 	Alba-Tercedor,J. and A. Sanchez-Ortega	"Overview and Strategies of Ephemeroptera and Plecoptera; Vith International Ephemeroptera Conference"	Granada, Spain, July 24-28, 1989 and the Xth International Symposium on Plecoptera, Granada, Spain	Sandhill Crane Press, Inc.	Gainesville, Florida, Usa. Illus				 	1-877743-08-9 ER	 	"SANCHEZ-ORTEGA A; DEPARTAMENTO DE BIOLOGIA ANIM, ECOLOGIA GENETICA, FACULTAD DE CIENCIAS, UNIVERSIDAD DE GRANADA, 18071 GRANADA, SPAIN"	 	 	 	"DT: Book; Meeting"	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Sanchez-Ortega a;Alba-Tercedor J"	On the Nymphs of Isoperla-Nevada Aubert 1952 and Nemoura-Fulviceps Klapalek 1902 from the Sierra Nevada Spain Insecta Plecoptera	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1988	 	12	 	233	238	"Life Sciences & Biomedicine - Other Topics;Developmental Biology;Anatomy & Morphology"	New taxonomical characters for Isoperla nevada Aubert, 1952 are described and figured. Moreover the first description of the nymph of Nemoura fulviceps Klapalek, 1902 is presented. This represents the first record of N. fulviceps in Sierra Nevada (Granada, Spain).	PT: J	 		 	 	 	 				 	0210-8984 ER	 	"SANCHEZ-ORTEGA A; DEPARTAMENTO DE BIOLOGIA ANIMAL, ECOLOGIA Y GENETICA ZOOLOGIA , FACULTAD DE CIENCIAS, UNIVERSIDAD DE GRANADA, 18071 GRANADA"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Schippmann,U.	Brachypodium-Boissieri Nyman an Endemic Grass Species of Southern Spain	Lagascalia	 	1990	 	15	2	179	188	"Life Sciences & Biomedicine - Other Topics;Cell Biology;Environmental Sciences & Ecology;Genetics & Heredity;Anatomy & Morphology"	Brachypodium boissieri Nyman is restricted to the mountainous zone of Sierra Nevada, Sierra Tejeda, Sierra de Almijara and Sierra de Cazulas (provinces of Granada and Malaga). The anatomical and morphological differences between B. boissieri and the closely related B. retusum are shown and chromosome numbers are presented.	PT: J	 		 	 	 	 				 	0210-7708 ER	 	"SCHIPPMANN U; FORSCHUNGSINSTITUT SENCKENBERG, SENCKENGERGANLAGE 25, D-6000 FRANKFURT MAIN 1, FRG"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Schmidt-Koehl W	Butterfly Observations in Morocco Middle Atlas and in Southern Spain Sierra-Nevada in July August 1977 Insecta Lepidoptera	Mitteilungen der Entomologischen Gesellschaft Basel	 	1978	 	28	2	25	50	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"	 	PT: J	 		 	 	 	 				 	1421-3397 ER	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Book, Whole	"Selga,D.;Simon,J. C.;Acon,M."	Variations and Characteristics of the Terrestrial Micro Arthropod Fauna in Sierra-Nevada Spain	 	 	1977	 	 	 	121	 	"Environmental Sciences & Ecology;Physiology;Agriculture ER"	 	PT: B	 		 	 	 	 				 	 	 	 	 	 	 	DT: Book	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Serve,L.	A New Species from the Sierra-Nevada Southern Spain Iberis-Embergeri-D New Species	Bulletin de la Societe Botanique de France	 	1971	 	117	05-Jun	283	292	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Anatomy & Morphology"	 	PT: J	 		 	 	 	 				 	0037-8941 ER	 	 	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Shaverdo,H. V.	Revision of the nigrita-group of Hydroporus CLAIRVILLE, 1806 (Insecta: Coleoptera: Dytiscidae)	Annalen des Naturhistorischen Museums in Wien Serie B Botanik und Zoologie	 	2004	Apr-04	105B	April	217	263	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"	The six species assigned to the nigrita-group of Hydroporus CLAIRVILLE, 1806 are revised. Hydroporus sabaudus FAUVEL is established as a valid name for the species which has been treated as H. nivalis HEER. Hydroporus nivalis is found to be a senior synonym of H. foveolatus HEER but for matters of stability a proposal for precedence of the name Hydroporus foveolatus over the name Hydroporus nivalis has been submitted to the Commission of Zoological Nomenclature. Hydroporus sabaudus sierranevadensis ssp.n. is described from the Sierra Nevada, Southern Spain. Hydroporus tibetanus ZAITZEV, erroneously attributed to the nigrita-group till now, is transferred to the acutangulus Polaris species complex. Descriptions, distributional data, and some bionomical notes are presented. The great variability of the main characters of the species is discussed. A key to all species of the nigritagroup is presented which will allow the separation of most specimens. The body outlines and aedeagi of the studied species are figured to show the variability of body shape, coloration, and shape of median lobe. Lectotypes are designated for the following nominal species: Hydroporus nigrita (F., 1792), H trivialis STEPHENS, 1828, H. glabellus THOMSON, 1867, H. subalpinus THOMSON, 187 1, H. monilicornis J.SAHLBERG, 1875, H. bisbiguttatus J.SAHLBERG, 1921, H. sabaudus FAUVEL, 1865, H. alticola SHARP, 1882, H nivalis var. scholzii KOLBE, 1899, H. kozlovskii ZAITZEV, 1927, H. nivalis HEER, 1839, H. foveolatus HEER, 1839, and H tibetanus ZAITZEV, 1953.	PT: J ME: print	 		 	 	 	 				 	0255-0105 ER	 	"Shaverdo, H. V.; Zweite Zool Abt, Nat Hist Museum, Burgring 7, A-1010, Vienna, Austria"	 	 	 	"DT: Article; LT: Taxonomic Review"	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Skartveit,John;Haenni,Jean-Paul"	Three species of Bibionidae (Diptera) new to the fauna of Switzerland	Mitteilungen der Schweizerischen Entomologischen Gesellschaft	 	1997	 	70	01-Feb	29	33	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology"	Bibio siebkei MIK, Bibio fulvicollis GIMMERTHAL and Dilophus borealis SKARTVEIT are recorded for the first time from Switzerland. Some further records of Dilophus borealis from central and southern Europe are presented, the species being recorded for the first time from Spain and France. For each species, a short diagnosis and a figure of the male hypopygium are given.	PT: J	 		 	 	 	 				 	0036-7575 ER	 	"Skartveit, John; Zoological Museum, Museplass 3, N-5007 Bergen, Norway"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Soriano,Ignasi	[On Pedicularis verticillata (Scrophulariaceae) of the Sierra Nevada mountains, Spain.]	ORSIS Organismes i Sistemes	 	2003	 	18	 	103	106	Life Sciences & Biomedicine - Other Topics	 	PT: J ME: print	 		 	 	 	 				 	0213-4039 ER	 	"Soriano, Ignasi; Centre Especial de Recerca de Biodiversitat Vegetal, Universitat de Barcelona, Diagonal, 645, 08028, Barcelona, Spain"	 	 	 	DT: Article	Sobre la Pedicularis verticillata (SCROPHULARIACEAE) de Sierra Nevada.	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Stace,Clive	Higher and earlier	Entomologist's Record and Journal of Variation	Entomol.Rec.J.Var.	1992	 	104	11-Dec	326	327	"Life Sciences & Biomedicine - Other Topics;Meteorology & Atmospheric Sciences;Environmental Sciences & Ecology;Anatomy & Morphology"	 	PT: J	 		 	 	 	 				 	0013-8916 ER	 	Cringlee, Claybrooke Road, Ullesthorpe, Lutterworth, Leics. LE17 5AB, UK	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Steinmann,H.	A Revision of the Genus Aborolabis Dermaptera Carcinophoridae	EOS-Revista Espanola de Entomologia	 	1977	 	53	01-Apr	213	222	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology"	A key for identification of A. nepalensis comb. nov. (Anisolabis nepalensis Brindle 1974), A. percivina, A. kalaktangenis, A. angulifera, A. cerrobarjai sp. nov., A. mordex and A. mauritanica, and descriptions of these species are presented. The zoogeographic significance of the triangular process on the inner margin of the external parameres is discussed.	PT: J	 		 	 	 	 				 	0013-9440 ER	 	"STEINMANN H; BUDAPEST, HUNG"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Subias,L. S.;Arillo,A."	Pluritrichoppia-Insolita New-Genus New-Species Acari Oribatida Oppiidae from the South of Spain	Redia	Redia	1989	 	72	1	251	258	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology;Physiology"	In this paper a new genus and a new species of oppiid mites from the South of Spain are described under the name of PLURITRICHOPPIA insolita gen. nov., sp. nov. Notogastral neotriquie is the most important character that appears for the first time among oppiid mites.	PT: J	 		 	 	 	 				 	0370-4327 ER	 	"SUBIAS L S; DEP ZOOL, FACULTAD BIOL, UNIV COMPLUTENSE, MADRID, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Tarrier,Michel	Protection of the Sierra Nevada (Spain) habitats, Biosphere Reserve (UNESCO): The maximum level of destruction has been reached	Alexanor	Alexanor	1996	1996 (1997)	19	07-Aug	450	454	"Biodiversity & Conservation;Environmental Sciences & Ecology;Government & Law"	 	PT: J	 		 	 	 	 				 	0002-5208 ER	 	Casa Surya, Buzon 203, Mijas la Neuva, E-29650 Mijas, Spain	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Tercedor,J. A.	Ephemerella-Ikonomovi-Nevadensis New-Subspecies of Sierra-Nevada Spain Ephemeroptera Ephemerellidae	Boletin de la Asociacion Espanola de Entomologia	Bol.Asoc.Esp.Entomol.	1982	 	6	 	285	294	"Developmental Biology;Anatomy & Morphology;Life Sciences & Biomedicine - Other Topics"	The nymph of E. (Chitonophora) i. nevadensis ssp. nov. is described and illustrated.	PT: J	 		 	 	 	 				 	0210-8984 ER	 	"TERCEDOR J A; DEP DE ZOOLOGIA, FACULTAD DE CIENCIAS, UNIV DE GRANADA, GRANADA"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Tierno de Figueroa,J. M.;Sanchez-Ortega,A."	The male drumming call of Isoperla nevada Aubert, 1952 (Plecoptera, Perlodidae)	Aquatic Insects	Aquat.Insects	1999	Jan., 1999	21	1	33	38	Communication	The male drumming call of Isoperla nevada is described for the first time. The call is composed of a variable number (mode = 3) of diphasic sequences. The first sequence is longer, and contains more beats than the following ones. The number of beats per second increases during phase I of each sequence. The time between phases is less than 0.03 seconds while the time between two sequences varies from 0.13 to 0.24 seconds. The call of I. nevada differs from the morphologically similar species I. grammatica (Poda, 1761), whose call has been previously studied by other authors. The call of I. nevada contains fewer diphasic sequences than I. grammatica and its first sequence is different from the following ones, while all of the sequences of I. grammatica are similar. These behavioural characters support the separation of both species. The male mating call of I. nevada can be considered to be a derived pattern of drumming, and one of the most complex known in Isoperla.	PT: J ME: print	 		 	 	 	 				 	0165-0424	 	"Tierno de Figueroa, J. M.; Dpto. Biologia Animal y Ecologia, Fac. Ciencias, Univ. Granada, 18071, Granada, Spain"	 	 	 	DT: Article	 	 	 	10.1076/aqin.21.1.33.4543 ER	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	"Tierno De Figueroa,M.;Sanchez-Ortega,A.;Azzouz,M."	Preliminary data on the numeric evolution of captures of various Plecoptera species (Insecta, Plecoptera) in Sierra Nevada (Granada, Spain) throughout their flight period	Boletim da Sociedade Portuguesa de Entomologia	Bol.Soc.Port.Entomol.	1992	 	0	139	178	 	"Life Sciences & Biomedicine - Other Topics;Developmental Biology;Environmental Sciences & Ecology;Marine & Freshwater Biology;Physiology"	 	PT: J	 		 	 	 	 				 	0870-7227 ER	 	Dep. Biol. Animal Ecol., Fac. Ciencias, Univ. Granada, 18071 Granada, Spain	 	 	 	"DT: Meeting; LT: Meeting Abstract"	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Tinaut,A.	Teleutomyrmex-Kutteri New-Species a New Species from Sierra Nevada Granada Spain Hymenoptera Formicidae	Spixiana	Spixiana	1990	 	13	2	201	208	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology;Reproductive Biology"	This paper describes a new species for the genus Teleutomyrmex, based on the size of its hair on the epinotum and petiole and the male genital structure. This species is dedicated to the esteemed myrmecologist, Dr. H. Kutter.	PT: J	 		 	 	 	 				 	0341-8391 ER	 	"TINAUT A; DEP BIOL ANIMAL, ECOL Y GENETICA, UNIV GRANADA, 18071 GRANADA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Valle,F.	Map of the Vegetation Series of the Sierra-Nevada Mountains Spain	Ecologia Mediterranea	 	1985	 	11	02-Mar	183	200	"Life Sciences & Biomedicine - Other Topics;Meteorology & Atmospheric Sciences;Biodiversity & Conservation;Environmental Sciences & Ecology"	 	PT: J	 		 	 	 	 				 	0153-8756 ER	 	"VALLE F; DEPARTEMENTO DE BOTANICA, FACULTAD DE CIENCAS, GRANADA, ESPANA, SPAIN"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Journal Article	Van Den Berg,A. J. J.	The White Flowered European Sedum Species 2. Cyto Taxonomic Notes on Sedum-Album and Sedum-Gypsicolum	Proceedings of the Koninklijke Nederlandse Akademie van Wetenschappen Series C Biological and Medical Sciences	 	1982	 	85	4	677	689	"Biochemistry & Molecular Biology;Cell Biology;Genetics & Heredity;Anatomy & Morphology;Life Sciences & Biomedicine - Other Topics"	In S. album L. a polyploid series occurs with the basic chromosome number X = 17. In a collection of 227 plants from all parts of the distribution area of the species, the chromosome numbers 2n = 34, 51, 68, 102 and 136 were found. In S. album the morphological variation is not correlated with the differences in chromosome numbers. On the contrary, a more or less continuous morphological series occurs in this species within which a number of geographical races can be distinguished. The very small plants from Gotland (Sweden) are an extreme of this series. In the Baltic region plants with pale green leaves and yellow anthers occur which differ from the typical form in that they do not synthesize cyanidin. They have been described as var. pallens Hartm. and are classified here as forma pallens. Of all European Sedum species S. gypsicolum Boiss. et Reuter is the one which resembles S. album most closely and it also has the basic chromosome number X = 17. In 6 plants from the sierra Nevada (Spain) the chromosome numbers 2n = 68 and 102 were found. Since S. album and S. gypsicolum differ in a number of morphological characters and since a polyploid series occurs within both taxa they should be regarded as distinct species.	PT: J	 		 	 	 	 				 	0023-3374 ER	 	"'T HART H; DEPARTMENT OF BIOSYSTEMATICS, RIJKSUNIVERSITEIT UTRECHT, NETHERLANDS"	 	 	 	DT: Article	 	 	 	 	 	 	 	 	Web Of Knowledge	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
