PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM
J	Castro, Jorge				Castro, Jorge/M-1509-2014	Castro, Jorge/0000-0002-6362-2240			Short delay in timing of emergence determines establishment success in Pinus sylvestris across microhabitats								ANNALS OF BOTANY				98	6			1233	1240		10.1093/aob/mcl208			dic-06	2006										36	0	0	34	0	36			0305-7364			WOS:000242245400012	17056614
J	"Bagne, Karen E.; Purcell, Kathryn L."								Short-Term Responses of Birds to Prescribed Fire in Fire-Suppressed Forests of California								JOURNAL OF WILDLIFE MANAGEMENT				75	5			1051	1060		10.1002/jwmg.128			jul-11	2011										4	0	0	3	1	5			0022-541X	1937-2817		WOS:000292871600009	
J	"Gilgado, Jose D.; Enghoff, Henrik; Tinaut, Alberto; Mauries, Jean-Paul; Ortuno, Vicente M."								Sierra Nevada (Granada, Spain): a high-altitude biogeographical crossroads for millipedes (Diplopoda), with first data on its MSS fauna and description of a new species of the genus Ceratosphys Ribaut, 1920 (Chordeumatida: Opisthocheiridae)								ZOOTAXA				4044	3			391	410					NOV 19 2015	2015										1	0	0	1	0	1			1175-5326	1175-5334		WOS:000365153900004	26624717
J	"EGEA J M; LLIMONA X; CASARES M"								SILICICOLOUS LICHEN FLORA OF THE HIGHEST PART OF THE SIERRA-NEVADA SPAIN								Collectanea Botanica (Barcelona)				13	1			295	312					1982	1982						4TH SYMPOSIUM ON CRYPTOGAMIC BOTANY: PTERIDOPHYTA, BRYOPHYTA AND LICHENS, BARCELONA, SPAIN, SEPT. 22-25, 1981. COLLECT BOT (BARC).4TH SYMPOSIUM ON CRYPTOGAMIC BOTANY: PTERIDOPHYTA, BRYOPHYTA AND LICHENS, BARCELONA, SPAIN, SEPT. 22-25, 1981. COLLECT BOT (BARC).				2	0	0	2	0	2			0010-0730			BIOSIS:PREV198324025802	
J	"White, Angela M.; Zipkin, Elise F.; Manley, Patricia N.; Schlesinger, Matthew D."				White, Angela/N-7088-2013	White, Angela/0000-0001-7499-7390			Simulating avian species and foraging group responses to fuel reduction treatments in coniferous forests								FOREST ECOLOGY AND MANAGEMENT				304				261	274		10.1016/j.foreco.2013.04.039			SEP 15 2013	2013										3	0	0	2	0	3			0378-1127			WOS:000324351000027	
J	"Benito, Blas; Lorite, Juan; Penas, Julio"				"Lorite, Juan/F-4690-2011; Benito, Blas M./D-4681-2014; Penas, Julio/N-4885-2014"	"Lorite, Juan/0000-0003-4617-8069; Benito, Blas M./0000-0001-5105-7232; Penas, Julio/0000-0001-6102-4610"			Simulating potential effects of climatic warming on altitudinal patterns of key species in Mediterranean-alpine ecosystems								CLIMATIC CHANGE				108	3			471	483		10.1007/s10584-010-0015-3			oct-11	2011										16	0	0	16	0	18			0165-0009			WOS:000295033800005	
J	"RODRIGUEZ, E; ROLLAND, A; DECOCA, PL"								SIMULTANEOUS UVBY-BETA PHOTOMETRY OF SX PHOENICIS STARS								ASTRONOMY & ASTROPHYSICS SUPPLEMENT SERIES				100	3			571	581					sept-93	1993										11	0	0	0	0	11			0365-0138			WOS:A1993LU69600010	
J	"Jesus Perez-Luque, Antonio; Javier Bonet, Francisco; Perez-Perez, Ramon; Aspizua, Rut; Lorite, Juan; Zamora, Regino"				"Lorite, Juan/F-4690-2011; Perez-Luque, Antonio Jesus/J-8611-2015"	"Lorite, Juan/0000-0003-4617-8069; Perez-Luque, Antonio Jesus/0000-0002-1747-0469"			Sinfonevada: Dataset of Floristic diversity in Sierra Nevada forests (SE Spain)								PHYTOKEYS				35				1	15		10.3897/phytokeys.35.6363			2014	2014										1	0	0	0	0	1			1314-2011	1314-2003		WOS:000336359400001	
J	"GARCIA, CM; ECHEVARRIA, F; NIELL, FX"					Garcia, Carlos M/0000-0002-8920-9024			SIZE STRUCTURE OF PLANKTON IN A TEMPORARY, SALINE INLAND LAKE								JOURNAL OF PLANKTON RESEARCH				17	9			1803	1817		10.1093/plankt/17.9.1803			sept-95	1995										14	1	0	12	0	15			0142-7873			WOS:A1995RZ33000006	
J	"Alasaad, S.; Soglia, D.; Sarasa, M.; Soriguer, R. C.; Perez, J. M.; Granados, J. E.; Rasero, R.; Zhu, X. Q.; Rossi, L."				"Sarasa, Mathieu/H-1002-2011; CSIC, EBD Donana/C-4157-2011; Soglia, Dominga/B-6422-2013; Angelone-Alasaad, Samer/G-4727-2013; Soriguer, Ramon/J-1494-2014; "	"CSIC, EBD Donana/0000-0003-4318-6602; Angelone-Alasaad, Samer/0000-0003-0868-7276; Soriguer, Ramon/0000-0002-9165-7766; Soglia, Dominga/0000-0002-4285-3795"			Skin-scale genetic structure of Sarcoptes scabiei populations from individual hosts: empirical evidence from Iberian ibex-derived mites								PARASITOLOGY RESEARCH				104	1			101	105		10.1007/s00436-008-1165-3			dic-08	2008										25	0	0	18	0	25			0932-0113			WOS:000260542300012	18758821
J	"Azanon, JM; Azor, A; Booth-Rea, G; Torcal, F"				"Booth-Rea, Guillermo/I-4504-2015; "	"Booth-Rea, Guillermo/0000-0003-1179-8321; Azanon, Jose Miguel/0000-0001-7834-5816"			Small-scale faulting, topographic steps and seismic ruptures in the Alhambra (Granada, southeast Spain)								JOURNAL OF QUATERNARY SCIENCE				19	3			219	227		10.1002/jqs.838			mar-04	2004										17	0	0	0	0	17			0267-8179			WOS:000221238800001	
J	"Duval, B; Duval, E; Hoham, R W"								Snow algae of the Sierra Nevada, Spain, and High Atlas mountains of Morocco.								International microbiology : the official journal of the Spanish Society for Microbiology				2	1			39	42					1999-Mar	1999										8	0	0	7	0	9			1139-6709			MEDLINE:10943390	10943390
S	"Pimentel, Rafael; Herrero, Javier; Polo, Maria Jose"				Polo, Maria J./L-8018-2014	Polo, Maria J./0000-0002-6296-2198	"Chen, Y; Neale, C; Cluckie, I; Su, Z; Zhou, J; Huang, Q; Xu, Z"		Snow evolution in a semi-arid mountainous area combining snow modelling and Landsat spectral mixture analysis								REMOTE SENSING AND GIS FOR HYDROLOGY AND WATER RESOURCES		IAHS Publication		368				33	39					2015	2015						3rd Remote Sensing and Hydrology Symposium (RSHS 14) / 3rd International Conference of GIS/RS in Hydrology, Water Resources and Environment (ICGRHWE 14)3rd Remote Sensing and Hydrology Symposium (RSHS 14) / 3rd International Conference of GIS/RS in Hydrology, Water Resources and Environment (ICGRHWE 14)	AUG 24-27, 2014AUG 24-27, 2014	"IAHS, Int. Commiss Remote Sens; Sun Yat-Sen Univ; Univ Swansea; Univ Nebraska; K C Wong Educ Fdn; Nat Sci FdnIAHS, Int. Commiss Remote Sens; Sun Yat-Sen Univ; Univ Swansea; Univ Nebraska; K C Wong Educ Fdn; Nat Sci Fdn"	Guangzhou, PEOPLES R CHINAGuangzhou, PEOPLES R CHINA	0	0	0	0	0	0			0144-7815		978-1-907161-46-9	WOS:000357968900006	
S	"Herrero, Javier; Polo, Maria J.; Losada, Miguel A."				"Herrero, Javier/K-6880-2014; Polo, Maria J./L-8018-2014; Losada, Miguel/G-9713-2015"	"Herrero, Javier/0000-0002-5741-6301; Polo, Maria J./0000-0002-6296-2198; Losada, Miguel/0000-0002-2071-3134"	"Neale, CMU; Maltese, A; Richter, K"		Snow evolution in Sierra Nevada (Spain) from an energy balance model validated with Landsat TM data								REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY XIII		Proceedings of SPIE		8174						817403	10.1117/12.898270			2011	2011						Conference on Remote Sensing for Agriculture, Ecosystems, and Hydrology XIII/18th International Symposium on Remote SensingConference on Remote Sensing for Agriculture, Ecosystems, and Hydrology XIII/18th International Symposium on Remote Sensing	SEP 19-21, 2011SEP 19-21, 2011	SPIE - Int Soc Opt EngnSPIE - Int Soc Opt Engn	Prague, CZECH REPUBLICPrague, CZECH REPUBLIC	2	0	0	0	0	2			0277-786X		978-0-81948-801-5	WOS:000302735700003	
S	"Costillo, Luis P.; Ibanez, J. Miguel; Aparicio, Beatriz; Garcia, Antonio J."						"Lewis, H; Bridger, A"		SNOWS: Sierra Nevada Observatory Weather System - art. no. 62741G								Advanced Software and Control for Astronomy		PROCEEDINGS OF THE SOCIETY OF PHOTO-OPTICAL INSTRUMENTATION ENGINEERS (SPIE)		6274				G2741	G2741	62741G	10.1117/12.671256			2006	2006						Conference on Advanced Software and Control for AstronomyConference on Advanced Software and Control for Astronomy	MAY 24-26, 2006MAY 24-26, 2006	SPIESPIE	Orlando, FLOrlando, FL	0	0	0	0	0	0			0277-786X		0-8194-6339-6	WOS:000240720200047	
J	"Sainz-Cantero, Carmen E.; Alba-Tercedor, Javier; Fresneda, Xavier"				Sainz-Cantero, Carmen Elisa/L-5985-2014				Sobre la distribucion de Agabus (Gaurodytes) solieri Aube, 1836 en la Peninsula Iberica (Coleoptera: Dytiscidae).								Boletin de la Asociacion Espanola de Entomologia				18	3-abr			95	96					octubre 1994	1994										0	0	0	0	0	0			0210-8984			ZOOREC:ZOOR13100065319	
J	"Iniesta-Arandia, Irene; Garcia-Llorente, Marina; Aguilera, Pedro A.; Montes, Carlos; Martin-Lopez, Berta"				"Aguilera, Pedro/F-7538-2015; "	"Aguilera, Pedro/0000-0001-8086-4738; Iniesta-Arandia, Irene/0000-0002-1304-3232; Martin-Lopez, Berta/0000-0003-2622-0135"			Socio-cultural valuation of ecosystem services: uncovering the links between values, drivers of change, and human well-being								ECOLOGICAL ECONOMICS				108				36	48		10.1016/j.ecolecon.2014.09.028			dic-14	2014										10	0	0	5	0	10			0921-8009	1873-6106		WOS:000347265900005	
J	"Boettinger, Janis L.; Schupp, Eugene W.; Castro, Jorge; Gomez, Jose Maria; Zamora, Regino"								Soil acidification following burning of pine plantations, Sierra Nevada, Spain								Ecological Society of America Annual Meeting Abstracts				86				257	257					2001	2001						86th Annual Meeting of the Ecological Society of America86th Annual Meeting of the Ecological Society of America	August 05-10, 2001August 05-10, 2001	Ecological Society of AmericaEcological Society of America	Madison, Wisconsin, USAMadison, Wisconsin, USA	0	0	0	0	0	0						BIOSIS:PREV200200265373	
J	"Raya, AM; Zuazo, VHD; Martinez, JRF"				Francia Martinez, Jose Ramon/H-7663-2015	Francia Martinez, Jose Ramon/0000-0003-0251-1501			Soil erosion and runoff response to plant-cover strips on semiarid slopes (se spain)								LAND DEGRADATION & DEVELOPMENT				17	1			1	11		10.1002/ldr.674			JAN-FEB 2006	2006										22	2	0	14	1	23			1085-3278			WOS:000235407300001	
J	"CALVOFLORES, GD; SANCHEZMARANON, M; GUTIERREZ, CO; CALVOFLORES, RD"								SOIL FERTILITY CAPABILITY CLASSIFICATION OF NORTHWEST SIERRA-NEVADA (GRANADA, SPAIN)								AGROCHIMICA				33	4-may			289	301					JUL-OCT 1989	1989										0	0	0	0	0	0			0002-1857			WOS:A1989CP64700009	
J	JIMENEZ GUIRADO D								SOIL NEMATODES IN THE SIERRA-NEVADA OF GRANADA SPAIN AND ADJACENT VALLEYS 1. ANTECEDENTS AND CATALOG OF GENERA AND SPECIES PREVIOUSLY CITED								Cuadernos de Ciencias Biologicas Universidad de Granada				5				35	46					1976	1976										0	0	0	0	0	0						BIOSIS:PREV198018056919	
J	JIMENEZ GUIRADO D								SOIL NEMATODES IN THE SIERRA-NEVADA OF GRANADA SPAIN AND ADJACENT VALLEYS 2. RESULTS OF A PRELIMINARY SAMPLING								Cuadernos de Ciencias Biologicas Universidad de Granada				5				47	52					1976	1976										0	0	0	0	0	0						BIOSIS:PREV198018056920	
J	"Zuazo, V. H. Duran; Martinez, J. R. Francia; Pleguezuelo, C. R. Rodriguez; Raya, A. Martinez; Rodriguez, B. Carceles"								Soil-erosion and runoff prevention by plant covers in a mountainous area (se spain): Implications for sustainable agriculture								Environmentalist				26	4			309	319		10.1007/s10669-006-0160-4			dic-06	2006										10	0	0	7	0	10			0251-1088	1573-2991		BCI:BCI200700159632	
J	"Simon, M; Sanchez, S; Garcia, I"				"Garcia , Ines/A-4134-2015; Simon Torres, Mariano/H-2231-2015"	"Garcia , Ines/0000-0001-9037-9744; Simon Torres, Mariano/0000-0003-2623-1328"			Soil-landscape evolution on a Mediterranean high mountain								CATENA				39	3			211	231		10.1016/S0341-8162(99)00088-0			abr-00	2000										13	0	0	7	0	13			0341-8162			WOS:000086601600004	
B	"PulidoBosch, A; BenSbih, Y; Vallejos, A"						Kranjc, A		Some aspects of the functioning of careos determined by tracer experiments: Example of La Alpujarra (Spain)								TRACER HYDROLOGY 97								431	434					1997	1997						7th International Symposium on Water Tracing7th International Symposium on Water Tracing	MAY 26-31, 1997MAY 26-31, 1997	"Int Assoc Tracer Hydrol; Karst Res Inst ZRC SAZU, Postojna; Minist Sci & Technol Republic Slovenia; Minist Environm & Phys Planning Republic Slovenia; Int Assoc Hydrogeologists, Karst Commiss; Int Assoc Hydrol Sci, Int Comm Tracers; Int Atom Energy Agcy; UNESCO, Slovenian Natl Commiss; IHP UNESCO, Natl Comm SloveniaInt Assoc Tracer Hydrol; Karst Res Inst ZRC SAZU, Postojna; Minist Sci & Technol Republic Slovenia; Minist Environm & Phys Planning Republic Slovenia; Int Assoc Hydrogeologists, Karst Commiss; Int Assoc Hydrol Sci, Int Comm Tracers; Int Atom Energy Agcy; UNESCO, Slovenian Natl Commiss; IHP UNESCO, Natl Comm Slovenia"	PORTOROZ, SLOVENIAPORTOROZ, SLOVENIA	0	0	0	0	0	0					90-5410-875-4	WOS:A1997BH94S00061	
J	"Rams, S; Ros, MR; Cano, MJ; Guerra, J"				"ROS, ROSA /J-9780-2014; Rams Sanchez, Susana/K-2424-2014; Cano, Maria/G-9675-2015"	"ROS, ROSA /0000-0003-2115-2911; Rams Sanchez, Susana/0000-0002-6508-0860; Cano, Maria/0000-0002-1297-457X"			Some interesting bryophyte records from Sierra Nevada (southern Spain)								CRYPTOGAMIE BRYOLOGIE				26	4			417	423					oct-05	2005										3	0	0	3	0	3			1290-0796	1776-0992		WOS:000233361300004	
J	LYNEBORG L								SOME MUSCIDAE FROM SOUTHERN SPAIN WITH DESCRIPTIONS OF 6 NEW SPECIES INSECTA DIPTERA								Steenstrupia				1	6			29	54					1970	1970										2	1	0	4	0	5			0375-2909			BIOSIS:PREV197152108051	
J	Talavera, M.				Talavera, Miguel/L-4626-2014	Talavera, Miguel/0000-0001-7484-6082			Some species of the family Tylenchidae (Nematoda: Tylenchida) from Sierra Nevada (S.E. Spain).								Zoologica Baetica				8				133	147					1997	1997										0	0	0	0	0	0			1130-4251			ZOOREC:ZOOR13800053466	
J	PACE R								SOME THERIAN AND MAGHREBIAN SPECIES OF ATHETA OF THE SUBGENUS MICRODOTA COLEOPTERA STAPHYLINIDAE 36TH CONTRIBUTION TO THE ALEOCHARINAE								Giornale Italiano di Entomologia				2	1			73	80					1982	1982										0	0	0	0	0	0			0392-7296			BIOSIS:PREV198376073034	
J	"Ho, Winnie W.; Connolly, Sara G.; Reynolds, Pamela L.; Cornelius, Jamie M.; MacDougall-Shackleton, Elizabeth A.; Morton, Martin L.; Pereyra, Maria E.; Hahn, Thomas P."								Song exposure during juvenile dispersal in Mountain White-crowned Sparrows								AUK				131	2			208	214		10.1642/AUK-12-120-R2.1			abr-14	2014										1	0	0	0	0	1			abr-38	1938-4254		WOS:000336477300009	
J	"Martin-Vivaldi, M; Palomino, JJ; Soler, M; Martinez, JG"				"Martinez, Juan Gabriel/L-9471-2014; Martin-Vivaldi, Manuel/F-8256-2016"	"Martinez, Juan Gabriel/0000-0001-5277-4620; "			Song strophe-length and reproductive success in a non-passerine bird, the Hoopoe Upupa epops								IBIS				141	4			670	679		10.1111/j.1474-919X.1999.tb07375.x			oct-99	1999										14	0	0	13	0	15			0019-1019			WOS:000083027000013	
J	"Martin-Vivaldi, M; Palomino, JJ; Soler, M"				Martin-Vivaldi, Manuel/F-8256-2016				Song structure in the Hoopoe (Upupa epops) - Strophe length reflects male condition								JOURNAL FUR ORNITHOLOGIE				139	3			287	296		10.1007/BF01653339			jul-98	1998										15	0	0	15	0	16			0021-8375			WOS:000075480100005	
J	"Morales-Baquero, R.; Carrillo, P.; Cruz-Pizarro, L.; Sanchez-Castillo, P."								Southernmost high mountain lakes in Europe (Sierra Nevada) as reference sites for pollution and climate change monitoring.								Limnetica				8				39	47					1992	1992										7	0	0	6	0	7			0213-8409			ZOOREC:ZOOR12900028303	
J	"Perez-Aranda, Diana; Suarez, Francisco; Soriguer, Ramon C."				Soriguer, Ramon/J-1494-2014	Soriguer, Ramon/0000-0002-9165-7766			Space use patterns of the snow vole Chionomys nivalis (Martins, 1842).				Patrones de uso del espacio del topillo nival Chionomys nivalis (Martins, 1842).				Galemys				21				101	120				(Numero Especial)	2009	2009										0	0	0	0	0	0			1137-8700			ZOOREC:ZOOR14602011607	
J	"AVILA J M; PASCUAL F"								SPACE-TEMPORAL DISTRIBUTION MODELS OF DUNG SCARABS OF SIERRA NEVADA GRANADA SPAIN COLEOPTERA SCARABAEOIDEA								Elytron (Barcelona)				4				67	74					1990	1990										1	0	0	1	1	1			0214-1353			BIOSIS:PREV199192062623	
J	Medina, Leopoldo								Sparganium angustifolium Michaux (Sparaganiaceae), a forgotten plant from Sierra Nevada (Granada)								Anales del Jardin Botanico de Madrid				56	1			169	170					June, 1998	1998										0	0	0	0	0	0			0211-1322			BIOSIS:PREV199800474629	
J	"Rueda, Francisco; Moreno-Ostos, Enrique; Cruz-Pizarro, Luis"				"Cruz-Pizarro, Luis /H-5318-2015; "	"Cruz-Pizarro, Luis /0000-0003-0687-0704; Moreno Ostos, Enrique/0000-0001-9471-3922"			Spatial and temporal scales of transport during the cooling phase of the ice-free period in a small high-mountain lake								AQUATIC SCIENCES				69	1			115	128		10.1007/s00027-006-0823-8			mar-07	2007										3	0	0	2	0	3			1015-1621	1420-9055		WOS:000245007400012	
J	"Gonzalez-Megias, Adela; Sanchez-Pinero, Francisco; Gomez, Jose M."				Sanchez Pinero, Francisco/L-2629-2014				Spatial autocorrelation affects regional population dynamic of the beetle Timarcha lugens								Ecological Society of America Annual Meeting Abstracts				86				283	283					2001	2001						86th Annual Meeting of the Ecological Society of America86th Annual Meeting of the Ecological Society of America	August 05-10, 2001August 05-10, 2001	Ecological Society of AmericaEcological Society of America	Madison, Wisconsin, USAMadison, Wisconsin, USA	0	0	0	0	0	0						BIOSIS:PREV200200252778	
J	"Puerta-Pinero, Carolina; Gomez, Jose Maria; Schupp, Eugene W."				"Schupp, Eugene/F-1834-2010; Puerta Pinero, Carolina/B-3186-2012; CSIC, EBD Donana/C-4157-2011"	"Puerta Pinero, Carolina/0000-0002-0584-7548; CSIC, EBD Donana/0000-0003-4318-6602"			Spatial patterns of acorn dispersal by rodents: do acorn crop size and ungulate presence matter?								OIKOS				119	1			179	187		10.1111/j.1600-0706.2009.17793.x			ene-10	2010										12	0	0	13	0	13			0030-1299	1600-0706		WOS:000273069000020	
J	"Gomez, Jose M.; Bosch, Jordi; Perfectti, Francisco; Fernandez, J. D.; Abdelaziz, Mohamed; Camacho, J. P. M."				"Perfectti, Francisco/C-5087-2008; Camacho, Juan Pedro/L-6869-2014; "	"Perfectti, Francisco/0000-0002-5551-213X; Camacho, Juan Pedro/0000-0002-2507-9814; Abdelaziz Mohamed, Mohamed/0000-0003-0533-6817"			Spatial variation in selection on corolla shape in a generalist plant is promoted by the preference patterns of its local pollinators								PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				275	1648			2241	2249		10.1098/rspb.2008.0512			OCT 7 2008	2008										58	1	0	56	0	58			0962-8452	1471-2954		WOS:000258440500009	18544510
J	"Gomez, JM; Zamora, R"								Spatial variation in the selective scenarios of Hormathophylla spinosa (Cruciferae)								AMERICAN NATURALIST				155	5			657	668		10.1086/303353			may-00	2000										77	2	0	75	2	79			0003-0147			WOS:000086995000007	
J	"Gonzalez-Megias, Adela; Maria Gomez, Jose; Sanchez-Pinero, Francisco"				Sanchez Pinero, Francisco/L-2629-2014				Spatio-temporal change in the relationship between habitat heterogeneity and species diversity								ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY				37	3			179	186		10.1016/j.actao.2011.01.011			MAY-JUN 2011	2011										8	1	0	8	0	9			1146-609X			WOS:000290282100003	
J	"Mladenov, Natalie; Pulido-Villena, Elvira; Morales-Baquero, Rafael; Ortega-Retuerta, Eva; Sommaruga, Ruben; Reche, Isabel"				"Sommaruga, Ruben/E-5335-2011; Reche, Isabel/K-7120-2014; "	"Sommaruga, Ruben/0000-0002-1055-2461; Reche, Isabel/0000-0003-2908-1724; Morales Baquero, Rafael/0000-0002-7075-7899"			Spatiotemporal drivers of dissolved organic matter in high alpine lakes: Role of Saharan dust inputs and bacterial activity								JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES				113						G00D01	10.1029/2008JG000699			DEC 23 2008	2008										15	0	0	12	0	15			0148-0227			WOS:000262042100001	
J	"Martin, J.; Gurrea, P."								Speciation areas in Spain and Portugal								Boletin de la Asociacion Espanola de Entomologia				23	1-feb			83	103					June, 1999	1999										7	0	0	7	0	7			0210-8984			BIOSIS:PREV200000051593	
J	PACE, R								SPECIES BELONGING TO THE GENUS GEOSTIBA THOMSON COLLECTED BY BESUCHET,C. AND COLLABORATORS IN MOROCCO, IBERIAN AND BALKAN PENINSULA AND IN MIDDLE-EAST (COLEOPTERA, STAPHYLINIDAE)								REVUE SUISSE DE ZOOLOGIE				90	1			3	46					1983	1983										1	0	0	6	0	6			0035-418X			WOS:A1983QN52400001	
J	JIMENEZ-GUIRADO D								SPECIES OF DORYLAIMUS DUJARDIN 1845 NEMATODA FROM SOUTHERN SPAIN								Miscellania Zoologica (Barcelona)				12				33	40					1988	1988										1	0	0	1	0	1			0211-6529			BIOSIS:PREV199090051976	
J	"Valero, A; Hueli, LE; DiazSaez, V"								Spermatogenesis in the ixodid tick Haemaphysalis (Herpetobia) sulcata (Acarina: Ixodidae)								JOURNAL OF PARASITOLOGY				83	2			212	214		10.2307/3284441			abr-97	1997										4	0	0	4	0	4			0022-3395			WOS:A1997WT43600006	9105298
J	"Galan, G; Pin, C; Duthou, JL"				Galan, Gumer/G-9453-2015	Galan, Gumer/0000-0002-5282-4779			Sr-Nd isotopic record of multi-stage interactions between mantle-derived magmas and crustal components in a collision context - The ultramafic-granitoid association from Vivero (Hercynian belt, NW Spain)								CHEMICAL GEOLOGY				131	1-abr			67	91		10.1016/0009-2541(96)00027-7			SEP 30 1996	1996										32	0	0	1	0	32			sept-41			WOS:A1996VQ33100005	
S	"Cunniffe, R.; Castro-Tirado, A. J.; Jelinek, M.; Gorosabel, J.; Moline, B.; Garcia-Segura, F."				"Jelinek, Martin/E-5290-2016; "	"Jelinek, Martin/0000-0003-3922-7416; Castro-Tirado, A. J./0000-0003-2999-3563"	"CastroTirado, AJ; Gorosabel, J; Park, IH"		STATUS OF THE BOOTES-IR PROJECT AT OSN FOR GRB NEAR-IR FOLLOW-UP								GAMMA-RAY BURSTS: 15 YEARS OF GRB AFTERGLOWS - PROGENITORS, ENVIRONMENTS AND HOST GALAXIES FROM THE NEARBY TO THE EARLY UNIVERSE		EAS Publications Series		61				471	474		10.1051/eas/1361076			2013	2013						Fall Gamma Ray Burst Symposium on 15 years of Gamma-Ray Bursts afterglows: Progenitors, Environments and Host Galaxies from the Nearby to the Early UniverseFall Gamma Ray Burst Symposium on 15 years of Gamma-Ray Bursts afterglows: Progenitors, Environments and Host Galaxies from the Nearby to the Early Universe	OCT 08-12, 2012OCT 08-12, 2012	"Spanish Res Council; Spanish Minist Sci & Technol; Univ Malaga; EWHA Womans Univ; Fondacion Malaga; Sungkyunkwan Univ; LeCospa Ctr TaiwanSpanish Res Council; Spanish Minist Sci & Technol; Univ Malaga; EWHA Womans Univ; Fondacion Malaga; Sungkyunkwan Univ; LeCospa Ctr Taiwan"	Inst Astrofisica Andalucia & Dept Syst Engn & Automat, Malaga, SPAINInst Astrofisica Andalucia & Dept Syst Engn & Automat, Malaga, SPAIN	0	0	0	0	0	0			1633-4760		978-2-7598-1002-4	WOS:000323183700077	
J	"Perez-Contreras, J.; Garzon Gutierrez, J.; Garcia, I.; Tamayo, A."								Status of the citril finch Serinus citrinella (Pallas, 1764) in Sierra Nevada (Spain).				Situacion del verderon serrano Serinus citrinella (Pallas, 1764) en Sierra Nevada (Espana).				Zoologica Baetica				16				171	176					2005	2005										0	0	0	1	0	1			1130-4251			ZOOREC:ZOOR14212075482	
J	"CASAS, JJ; VILCHEZQUERO, A"								STEMPELLINELLA-REISSI SP-N (DIPTERA, CHIRONOMIDAE) FROM SIERRA-NEVADA (SOUTHERN SPAIN)								AQUATIC INSECTS				13	2			115	121		10.1080/01650429109361431			1991	1991										1	1	0	2	0	2			0165-0424			WOS:A1991FX43000006	
J	Arenberger, E.								Stenoptilia hahni nov. sp. - ein Neufund aus Spanien (Lepidoptera: Pterophoridae).								SHILAP Revista de Lepidopterologia				17				327	331				No. 67	1989	1989										0	0	0	0	0	0			0300-5267			ZOOREC:ZOOR12600024659	
J	"Schank, C. M. M.; Paszkowski, C. A.; Tonn, W. M.; Scrimgeour, G. J."								Stocked trout do not significantly affect wood frog populations in boreal foothills lakes								CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES				68	10			1790	1801		10.1139/F2011-097			oct-11	2011										4	0	0	4	0	4			0706-652X			WOS:000298208400008	
J	"Souza, M. S.; Modenutti, B. E.; Carrillo, P.; Villar-Argaiz, M.; Medina-Sanchez, J. M.; Bullejos, F.; Balseiro, E. G."				"Medina-Sanchez, Juan Manuel/A-4703-2013; Villar-Argaiz, Manuel/L-9085-2014; Carrillo, Presentacion /I-1601-2015; "	Balseiro, Esteban/0000-0002-5052-0587			Stoichiometric dietary constraints influence the response of copepods to ultraviolet radiation-induced oxidative stress								LIMNOLOGY AND OCEANOGRAPHY				55	3			1024	1032		10.4319/lo.2010.55.3.1024			may-10	2010										12	0	0	12	0	12			0024-3590			WOS:000277650900006	
S	"Rolland, A.; Lopez de Coca, P.; Costa, V.; Rodriguez, E.; Olivares, I."						"Gizon, L; Roth, M"		Stromgren photometry of the delta Scuti star 67 UMa								PROCEEDINGS OF THE SECOND HELAS INTERNATIONAL CONFERENCE: HELIOSEISMOLOGY, ASTEROSEISMOLOGY AND MHD CONNECTIONS		Journal of Physics Conference Series		118						12070	10.1088/1742-6596/118/1/012070			2008	2008						International Conference on Helioseismology, Asteroseismology and MHD Connections (HELAS II)International Conference on Helioseismology, Asteroseismology and MHD Connections (HELAS II)	AUG 20-24, 2007-2008AUG 20-24, 2007-2008		Gottingen, GERMANYGottingen, GERMANY	0	0	0	0	0	0			1742-6588		*****************	WOS:000268177900070	
J	"Schmidt, GH; Tanzen, E; Bellin, S"								Structure of egg-batches of Thaumetopoea pityocampa (Den. and Schiff.) (Lep., Thaumetopoeidae), egg parasitoids and rate of egg parasitism on the Iberian Peninsula								JOURNAL OF APPLIED ENTOMOLOGY-ZEITSCHRIFT FUR ANGEWANDTE ENTOMOLOGIE				123	8			449	458		10.1046/j.1439-0418.1999.00405.x			sept-99	1999										17	0	0	17	0	17			0931-2048			WOS:000083120000001	
